item,count_date,item_description,total
0615,2026-02-09,ZEKERING 63A,23
0620,2026-01-30,KOP K2,250
0620,2026-02-09,KOP K2,53
0621,2026-01-30,KOP K3,160
0621,2026-02-09,KOP K3,16
0624,2026-01-30,KSV PATRONEN   25A NH 00,36
0624,2026-02-09,KSV PATRONEN   25A NH 00,17
0625,2026-01-30,KSV PATRONEN   35A NH 00,105
0625,2026-02-09,KSV PATRONEN   35A NH 00,22
0626,2026-02-09,KSV PATRONEN   50A NH 00,1
0627,2026-01-30,KSV PATRONEN   63A NH 00,15
0628,2026-01-30,KSV PATRONEN   80A NH 00,81
0628,2026-02-09,KSV PATRONEN   80A NH 00,3
0630,2026-01-30,KSV PATRONEN 125A NH 00,51
0630,2026-02-09,KSV PATRONEN 125A NH 00,3
0631,2026-01-30,KSV PATRONEN 160A NH 00,15
0631,2026-02-09,KSV PATRONEN 160A NH 00,2
0635,2026-01-30,KSV PATRONEN  63A NH 1,66
0635,2026-02-09,KSV PATRONEN  63A NH 1,32
0636,2026-01-30,KSV PATRONEN  80A NH 1,51
0636,2026-02-09,KSV PATRONEN  80A NH 1,1
0637,2026-01-30,KSV PATRONEN 100A NH 1,102
0637,2026-02-09,KSV PATRONEN 100A NH 1,8
0638,2026-01-30,KSV PATRONEN 125A NH 1,66
0638,2026-02-09,KSV PATRONEN 125A NH 1,1
0639,2026-01-30,KSV PATRONEN 160A NH 1,72
0640,2026-02-09,KSV PATRONEN 200A NH 1,7
0641,2026-01-30,KSV PATRONEN 224A NH 1,42
0641,2026-02-09,KSV PATRONEN 224A NH 1,20
0643,2026-02-09,KSV PATRONEN 315A NH 1,2
0644,2026-01-30,KSV PATRONEN 355A NH 1,36
0644,2026-02-09,KSV PATRONEN 355A NH 1,5
0645,2026-02-09,KSV PATRONEN 400A NH 2,7
0646,2026-01-30,KSV PATRONEN 630A NH 3,12
0646,2026-02-09,KSV PATRONEN 630A NH 3,1
0660,2026-02-09,JSL STEEKKLEM 2 VOUDIG,143
0663,2026-02-09,JSL STEEKKLEM 5 VOUDIG,4
0700,2026-02-06,ATT UNIVERSELE LASDOOS 1619,39
0700,2026-02-16,ATT UNIVERSELE LASDOOS 1619,300
0702,2026-02-06,ATT MONTAGEDEKSEL 1X WCD 1622,4
0702,2026-02-16,ATT MONTAGEDEKSEL 1X WCD 1622,60
0703,2026-02-06,ATT MONTAGEDEKSEL 2X WCD 1623,5
0703,2026-02-16,ATT MONTAGEDEKSEL 2X WCD 1623,130
0706,2026-02-06,ATT EINDOOS 2033,35
0706,2026-02-16,ATT EINDOOS 2033,400
0707,2026-02-09,ATEMA U 50 INBDOOS 16-19-20MM,13
0707,2026-02-16,ATEMA U 50 INBDOOS 16-19-20MM,300
0708,2026-02-09,ATEMA TUIT 2X16/19/20 U 50,9
0708,2026-02-16,ATEMA TUIT 2X16/19/20 U 50,570
0709,2026-02-09,ATEMA AFDEK PLAAT U 50,86
0709,2026-02-16,ATEMA AFDEK PLAAT U 50,100
0715,2026-02-09,ATT KABELDOOS IP65M20/M25 2501,1
0715,2026-02-16,ATT KABELDOOS IP65M20/M25 2501,60
0990,2026-01-02,PICKENS VOLTAGE PROTECT 120V,5
0991,2026-01-02,USB VOLTAGE PROTECTOR PICKENS,1
0992,2026-02-02,STRAP 2 PORTMOD-5522-5EW DECOR,150
0992,2026-02-09,STRAP 2 PORTMOD-5522-5EW DECOR,35
0993,2026-02-02,ADAPTOR F SERIE COAX 5552-5EW,50
0993,2026-02-09,ADAPTOR F SERIE COAX 5552-5EW,36
0995,2026-02-09,F-CONNECTOR 2078-T6,51
0996,2026-02-06,CUBE TAP 3 OUTLET 1482W,19
0997,2026-02-09,6 OUTLET 1146W-SP,9
0998,2026-01-30,3 OUTLET 1192W-SP,10
0998,2026-02-09,3 OUTLET 1192W-SP,46
1000,2026-01-29,SCHAK AM WIS  DUB 276W,200
1000,2026-02-06,SCHAK AM WIS  DUB 276W,43
1001,2026-02-02,5 BTTN  TIMER 127V PT18M-W,10
1002,2026-01-29,SCHAK AM ENK POL 271W,160
1002,2026-02-06,SCHAK AM ENK POL 271W,33
1005,2026-02-06,SCHAK AM WIS INB         1303W,98
1008,2026-01-29,SCHAK AM DUB DECO       7728W,80
1008,2026-02-06,SCHAK AM DUB DECO       7728W,8
1009,2026-01-29,SCHAK AM TRI DECO        7729W,320
1009,2026-02-06,SCHAK AM TRI DECO        7729W,68
10090,2026-01-29,SCHAK DUB  WISSEL DECO 7731W,80
10090,2026-02-06,SCHAK DUB  WISSEL DECO 7731W,48
10092,2026-02-06,SCHAK AM KRS DECO        7504W,41
10093,2026-01-29,SCHAK AM ENK-WIS 7732W,80
10093,2026-02-06,SCHAK AM ENK-WIS 7732W,34
1010,2026-01-30,DIMMER SCHUIF  SI061W / 6422,200
1010,2026-02-06,DIMMER SCHUIF  SI061W / 6422,71
10100,2026-02-06,UNIV DEC DIMMER LED DUL 06,5
10101,2026-01-30,DIMMER  WISS SI06P-W /SUL06P-W,100
10101,2026-02-06,DIMMER  WISS SI06P-W /SUL06P-W,22
1012,2026-02-06,SCHAK AM WIS            923V,12
1014,2026-02-06,SCHAK  2P 30A      3032 FW,24
1015,2026-01-29,SCHAK DECO COMB &WCD 7730W,220
1015,2026-02-06,SCHAK DECO COMB &WCD 7730W,20
1016,2026-02-09,SCHAK AM WIS DECO        6303V,3
1018,2026-01-30,DIMMER 1000W             1000,35
1018,2026-02-06,DIMMER 1000W             1000,1
1019,2026-01-30,DIMMER SCHUIF DUB LEV6628W,40
1019,2026-02-06,DIMMER SCHUIF DUB LEV6628W,9
1020,2026-01-29,COM SCHAK & WCD 127v -TR274W,80
1020,2026-02-06,COM SCHAK & WCD 127v -TR274W,4
1021,2026-02-09,WCD AM INB D R/A DEC  1107W,207
1023,2026-02-09,WCD AM INB D 220V DEC 6662W,1
1024,2026-01-29,WCD AM INB DUB  R/A       270W,200
1024,2026-02-09,WCD AM INB DUB  R/A       270W,33
1025,2026-01-29,WCD AM INB EN 220V R/A 1876W,100
1025,2026-02-09,WCD AM INB EN 220V R/A 1876W,56
1026,2026-01-30,USB Charging station 7750W,50
1026,2026-02-02,USB Charging station 7750W,10
1026,2026-02-09,USB Charging station 7750W,6
1027,2026-02-02,WCD AM INB AARDL BEVXGF15,40
1027,2026-02-02,WCD AM INB AARDL BEVXGF15,20
1027,2026-02-09,WCD AM INB AARDL BEVXGF15,5
1028,2026-02-02,WCD AM INB 127 ENK DEC TR6250W,60
1028,2026-02-09,WCD AM INB 127 ENK DEC TR6250W,18
1029,2026-02-09,WCD AM INB 127 ENK LED TR7735W,5
1030,2026-01-30,WCD AM OPB DUB R/A         78W,600
1030,2026-02-09,WCD AM OPB DUB R/A         78W,407
1031,2026-01-29,WCD AM INB ENK USB PORT TR7740,144
1031,2026-02-09,WCD AM INB ENK USB PORT TR7740,41
1032,2026-02-06,FAN/DIM COMB SDC15-W,14
1033,2026-02-06,FAN CNTL SLD 3-WAY SFS15P-W,19
1034,2026-02-02,WCD AM INB DUB R/A DEC 1107V,500
1036,2026-02-02,WCD AM INB 220V R/A     1876V,1000
1036,2026-02-09,WCD AM INB 220V R/A     1876V,36
1038,2026-01-30,WCD AM OPB DUB R/A         78V,1000
1038,2026-01-30,WCD AM OPB DUB R/A         78V,1000
1038,2026-02-09,WCD AM OPB DUB R/A         78V,45
1039,2026-01-30,WCD AM OPB DUB 220V R/A  74V,240
1039,2026-02-09,WCD AM OPB DUB 220V R/A  74V,5
1039,2026-02-09,WCD AM OPB DUB 220V R/A  74V,59
1100,2026-01-29,WALLPLATE AM SW (INB) 2134W,200
1100,2026-02-09,WALLPLATE AM SW (INB) 2134W,173
1101,2026-02-09,WALLPLATE AM ENK SW  2951WDISC,39
1102,2026-02-09,WALLPLATE AM DUB SW 2952W DISC,36
1103,2026-02-06,WALLPLATE AM TRI SW   2953W,215
1104,2026-02-09,WALLPLATE AM BLD         2129W,50
1105,2026-02-09,WALLPLATE AM BLD 2G  2037W,50
1106,2026-01-29,WALLPLATE AM ENK RP  2131W,250
1106,2026-02-09,WALLPLATE AM ENK RP  2131W,42
1107,2026-02-09,WALLPLATE AM DUB RP 2132W,150
1108,2026-01-29,WALLPLATE AM D RP 2-V  2150W,100
1108,2026-02-09,WALLPLATE AM D RP 2-V  2150W,4
1109,2026-02-09,WALLPLATE AM DECO 2151W,130
1110,2026-02-09,WALLPLATE AM DECO 2-V 2152W,43
11101,2026-01-30,WALLPLATE DECO BLIND 2160W,500
111010,2026-02-09,WALLPL AM ASPIRE 2-V 9522WS,4
111011,2026-01-30,WALLPL AM ASPIRE 3-V 9523WS,48
111011,2026-02-09,WALLPL AM ASPIRE 3-V 9523WS,5
111012,2026-01-30,WALLPL AM ASPIRE 4-V 9524WS,24
111012,2026-02-09,WALLPL AM ASPIRE 4-V 9524WS,3
111013,2026-02-09,WALLPL AM ASPIRE 5-V 9525WS,2
11102,2026-02-02,DECO TEL CONN  3560-4W,105
11103,2026-02-02,DECO COAX CONN 2162W,100
11107,2026-01-29,WALLPLATE AM DECO 4-V 2164W,40
11108,2026-01-29,WALLPLATE AM DECO 5-V 2165W,46
1111,2026-02-02,WALLPLATE AM TELPH. C 3532-4W,180
1111,2026-02-09,WALLPLATE AM TELPH. C 3532-4W,30
1112,2026-02-02,WALLPLATE AM COAX C 1172W,135
1112,2026-02-09,WALLPLATE AM COAX C 1172W,4
1113,2026-02-02,DECO AM PHON/ANTENE 3562W,35
1113,2026-02-09,DECO AM PHON/ANTENE 3562W,55
1114,2026-02-09,WALLPLATE AM SW (INB)    2134V,125
1115,2026-02-06,WALLPLATE AM ENK SW  951V,105
1116,2026-02-06,WALLPLATE AM DUB SW   952V,71
1117,2026-02-02,WALLPLATE AM TRI SW       953V,200
1117,2026-02-06,WALLPLATE AM TRI SW       953V,82
1118,2026-02-02,WALLPLATE AM BLD        2129V,50
1118,2026-02-09,WALLPLATE AM BLD        2129V,3
1119,2026-02-09,WALLPLATE AM BLD 2G     2037V,150
1120,2026-02-02,WALLPLATE AM ENK RP 2131V,275
1120,2026-02-06,WALLPLATE AM ENK RP 2131V,169
1121,2026-01-30,WALLPLATE AM DUB RP 2132V,200
1121,2026-02-09,WALLPLATE AM DUB RP 2132V,6
1122,2026-02-02,WALLPLATE AM D RP 2-V  2150V,50
1122,2026-02-06,WALLPLATE AM D RP 2-V  2150V,27
1123,2026-02-02,WALLPLATE AM DECO        2151V,150
1126,2026-01-29,WALLPLATE AM DUB WD S1962 W-SP,100
1126,2026-02-09,WALLPLATE AM DUB WD S1962 W-SP,9
1127,2026-01-29,WALLPLATE AM DUB WD S2966 W-SP,260
1127,2026-02-09,WALLPLATE AM DUB WD S2966 W-SP,19
1128,2026-01-29,WALLPLATE AM DUB WD S2962 W-SP,196
1128,2026-02-09,WALLPLATE AM DUB WD S2962 W-SP,55
1131,2026-01-29,WALLPLATE AM DUB WD  S1962,100
1131,2026-02-09,WALLPLATE AM DUB WD  S1962,12
1132,2026-01-29,WALLPLATE AM DUB WD S2962 GRAY,200
1132,2026-02-09,WALLPLATE AM DUB WD S2962 GRAY,41
1133,2026-01-29,WALLPLATE AM DEC WD S2966 GRAY,50
1133,2026-02-09,WALLPLATE AM DEC WD S2966 GRAY,38
1134,2026-02-09,WALLPLATE AM BLD WD       1987,14
1135,2026-01-30,WALLPLATE OPEN 5/8,80
1135,2026-02-06,WALLPLATE OPEN 5/8,6
1136,2026-02-06,STEKKER 20A 125V  2363,19
1137,2026-02-06,CONTRA STEKKER 2353,22
1138,2026-02-06,STEKKER 20A 125/250V 2465,10
1139,2026-02-06,CONT STEKKER 20A 125/250V 2455,11
1140,2026-02-09,STEKKER AM             1912W,3
1141,2026-02-06,STEKKER AM                183W,108
1142,2026-01-30,STEK RUB P/A 127V         1709,600
1142,2026-02-06,STEK RUB P/A 127V         1709,69
1143,2026-01-30,STEK RUB P/A  15A 220V  4866,100
1143,2026-02-06,STEK RUB P/A  15A 220V  4866,21
1144,2026-02-06,STEKKER 1723,63
1145,2026-02-06,CONTRA STEKKER AM     86W,54
1146,2026-02-06,CONT STEKKER RUB P/A 127V  222,66
1147,2026-01-30,CONT STEKKER RUB P/A 220V 4227,50
1147,2026-02-06,CONT STEKKER RUB P/A 220V 4227,9
1148,2026-02-02,"INB.DOOS PLASTIC 2x4""GEEL",1200
11480,2026-02-06,"INB.DOOS PLASTIC 2x4"" WIT",72
11481,2026-01-28,INB.DOOS PLASTIC 4x4 WIT,296
11481,2026-02-06,INB.DOOS PLASTIC 4x4 WIT,29
11481,2026-02-06,INB.DOOS PLASTIC 4x4 WIT,100
11482,2026-01-28,DEKSEL DOOS PLASTIC 4x4 WIT,800
11482,2026-02-09,DEKSEL DOOS PLASTIC 4x4 WIT,86
11482,2026-02-16,DEKSEL DOOS PLASTIC 4x4 WIT,180
1149,2026-02-02,"INB.DOOS PLASTIC 4x4""-CARLON",800
1149,2026-02-06,"INB.DOOS PLASTIC 4x4""-CARLON",46
11491,2026-02-02,Cover INB.D PLAST 4X4  1G A410,1800
11491,2026-02-09,Cover INB.D PLAST 4X4  1G A410,5
11492,2026-02-09,"DEKSEL INB.D PLASTIC 4X4"" DUB",50
1150,2026-01-30,"INB DOOS AM 2x4""",800
1150,2026-01-30,"INB DOOS AM 2x4""",1500
1150,2026-02-06,"INB DOOS AM 2x4""",39
1151,2026-02-02,"INB DOOS AM 4x4""",2450
1151,2026-02-06,"INB DOOS AM 4x4""",11
1152,2026-01-30,"DEKSEL INB DOOS AM 4x4"" 4150",2750
1152,2026-01-30,"DEKSEL INB DOOS AM 4x4"" 4150",600
1152,2026-02-09,"DEKSEL INB DOOS AM 4x4"" 4150",41
1153,2026-01-30,"DEKSEL INB DOOS AM 4x4"" 2-VOUD",750
1153,2026-02-09,"DEKSEL INB DOOS AM 4x4"" 2-VOUD",35
1154,2026-02-09,INB D CARLON 2X4 PLASTIC,22
1154,2026-02-16,INB D CARLON 2X4 PLASTIC,100
11541,2026-02-09,INB D CARLON GIPS 2X4 PLASTIC,24
11541,2026-02-16,INB D CARLON GIPS 2X4 PLASTIC,1
1157,2026-01-30,3 GANG BOX METAAL MSB-3,8
1158,2026-01-30,4 GANG BOX METAAL MSB-4,31
1159,2026-01-30,5 GANG BOX METAAL MSB-5,42
1160,2026-02-09,PHOTOCEL 127 VOLT A-105W,64
1161,2026-01-30,PHOTOCEL 220 VOLT A-1068W,42
1161,2026-02-09,PHOTOCEL 220 VOLT A-1068W,5
1196,2026-01-29,WCD EUR ENK R/A OPB WD KOPP,11
1197,2026-02-09,SCHAK EUR WIS OPB KOPP,11
1198,2026-02-06,SCHAK EUR ENK OPB KOPP,53
119801,2026-02-09,BERKER COMB SCH/SCHUKO 437605,5
119801,2026-02-16,BERKER COMB SCH/SCHUKO 437605,5
1199,2026-02-09,BERKER SERIE OPB 307805 IP44,20
1201,2026-02-09,BERKER WIS OPB 67307905 IP44,5
1202,2026-02-09,BERKER SERIE OPB 61300849,28
1202,2026-02-16,BERKER SERIE OPB 61300849,8
1211,2026-02-09,SCHAK EUR DUB POL  OPB WD,35
1213,2026-02-09,SCHAK EUR WIS TREK OPB WD,18
1216,2026-01-30,"TREKKOORTJE  1,9 mtr",93
1216,2026-02-09,"TREKKOORTJE  1,9 mtr",8
1218,2026-01-30,TIMER 250V/50Hz WHITE,8
1221,2026-02-09,WCD EUR DUB        OPB,7
1223,2026-01-29,KOPP WCD EUR DUB R/AOPB 74108,12
1223,2026-01-30,KOPP WCD EUR DUB R/AOPB 74108,7
1223,2026-02-09,KOPP WCD EUR DUB R/AOPB 74108,28
1227,2026-02-09,EUR CONVERTER PLUG  125V,41
1230,2026-02-09,STEKKER WIT,155
1233,2026-02-09,CONTRA STEKKER,54
1234,2026-02-09,CONTRA STEKKER R/A,31
1236,2026-01-29,CONTRA STEK R/A RUBBER HSKP16G,6
1236,2026-02-09,CONTRA STEK R/A RUBBER HSKP16G,1
1237,2026-01-30,VERLOOP STEKKER PEN PL 695,100
1238,2026-02-09,STEKKER WIT vinckier,50
1239,2026-02-09,TUSSEN SCHAKELAAR 939,23
1240,2026-02-09,VERLOOP STEKKER PEN RO 104,14
1241,2026-02-09,VERLOOP STEKKER PEN PL 103,1
1242,2026-01-30,VERLOOP STEKKER PEN RO 686,4
1242,2026-02-09,VERLOOP STEKKER PEN RO 686,125
1243,2026-02-09,*******CEE-FORM STEKK 16A-3P+A,38
12431,2026-02-09,CEE-FORM STEKKER 2P+E16A-02101,1
12431,2026-02-16,CEE-FORM STEKKER 2P+E16A-02101,17
1244,2026-02-09,******CEE-FORM STEKK 32A -3P+A,1
12441,2026-02-09,CEE-FORM STEKKER 3P+E16A-03102,2
12441,2026-02-16,CEE-FORM STEKKER 3P+E16A-03102,18
1245,2026-02-09,******CEE-FORM STEKK 63A -3P+A,70
1245,2026-02-16,******CEE-FORM STEKK 63A -3P+A,45
12451,2026-02-09,CEE-FORM STEK 3P+N+E 16A-03103,1
12451,2026-02-16,CEE-FORM STEK 3P+N+E 16A-03103,31
1246,2026-02-16,CEE-FORM STEK 2P+E 32A-02104,40
1247,2026-02-09,CEE-FORM STEK 3P+E 32A-03105,1
1247,2026-02-16,CEE-FORM STEK 3P+E 32A-03105,12
1248,2026-02-16,CEE-FORM STEK 3P+N+E 32A-03106,30
1249,2026-02-09,CEE-FOR STEK 2P+E16A IP67-2601,7
1249,2026-02-16,CEE-FOR STEK 2P+E16A IP67-2601,33
1250,2026-02-09,***CEE-FORM STEKK 16A - 3P+N+A,2
12501,2026-02-09,CEE-FOR STEK3P+E 16A IP67 3602,3
12501,2026-02-16,CEE-FOR STEK3P+E 16A IP67 3602,30
12511,2026-02-09,CEE-FORM STEK 3P+N+E 16A 03603,1
12511,2026-02-16,CEE-FORM STEK 3P+N+E 16A 03603,34
1252,2026-02-09,*****CEE-FORM STEKK 63A-3P+N+A,11
12521,2026-02-16,CEE-FORM STEK 2P+E 32A 02604,12
1253,2026-02-16,CEE-FORM STEKK 125A - 3P+N+A,4
12531,2026-02-16,CEE-FORM STEK 3P+E 32A 03605,45
12532,2026-02-09,CEE-FORM STEK 3P+N+E 32A 3606,1
12532,2026-02-16,CEE-FORM STEK 3P+N+E 32A 3606,14
12533,2026-02-16,CEE-FORM STEK 3P+E 63A  03652,23
12535,2026-02-05,CEE-FORM STEK 3P+E 125A 03655,18
1254,2026-02-09,*******CEE-FORM WCD 16A-3P+N+A,2
12541,2026-02-16,CEE-FORM -WCD 2P+E 16A-02321,16
12551,2026-02-09,CEE-FORM WCD 3P+E 16A-03322,7
12551,2026-02-16,CEE-FORM WCD 3P+E 16A-03322,20
1256,2026-02-05,******CEE-FORM WCD 63A -3P+N+A,11
12561,2026-02-09,CEE-FORM WCD 3P+N+E 16A-03323,7
12561,2026-02-16,CEE-FORM WCD 3P+N+E 16A-03323,17
1258,2026-02-09,*******CEE-FORM WCD 16A - 3P+A,1
1258,2026-02-09,*******CEE-FORM WCD 16A - 3P+A,3
1258,2026-02-09,*******CEE-FORM WCD 16A - 3P+A,18
1258,2026-02-09,*******CEE-FORM WCD 16A - 3P+A,1
12581,2026-02-09,CEE-FORM WCD 3P+E 32A-3325,1
12581,2026-02-16,CEE-FORM WCD 3P+E 32A-3325,24
1259,2026-02-09,*******CEE-FORM WCD 32A - 3P+A,5
12591,2026-02-09,CEE-FORM WCD 3P+N+T 32A-03326,1
12591,2026-02-09,CEE-FORM WCD 3P+N+T 32A-03326,4
12591,2026-02-09,CEE-FORM WCD 3P+N+T 32A-03326,1
12591,2026-02-16,CEE-FORM WCD 3P+N+T 32A-03326,34
1260,2026-02-16,*******CEE-FORM WCD 63A - 3P+A,48
12601,2026-02-16,CEE-FORM WCD 2P+E 16A -02821,23
126010,2026-02-05,CEE-FORM WCD 3P+N+E 125A 03876,13
12602,2026-02-09,CEE-FORM WCD 3P+E 16A -03822,1
12602,2026-02-16,CEE-FORM WCD 3P+E 16A -03822,8
12603,2026-02-09,CEE-FORM WCD 3P+N+E 16A 03823,11
12603,2026-02-16,CEE-FORM WCD 3P+N+E 16A 03823,2
12604,2026-02-09,CEE-FORM WCD 2P+E 32A 02824,1
12605,2026-02-09,CEE-FORM WCD 3P+E 32A -03825,2
12605,2026-02-16,CEE-FORM WCD 3P+E 32A -03825,17
12606,2026-02-09,CEE-FORM WCD 3P+N+E 32A 03826,1
12606,2026-02-09,CEE-FORM WCD 3P+N+E 32A 03826,6
12607,2026-02-16,CEE-FORM WCD 3P+E 63A 03872,18
12608,2026-02-09,CEE-FORM WCD 3P+N+E 63A 03873,1
12609,2026-02-05,CEE-FORM WCD 3P+E 125A 03875,17
1261,2026-02-09,CEE-FORM CONN 2P+E 16A-02201,3
1261,2026-02-16,CEE-FORM CONN 2P+E 16A-02201,30
1262,2026-02-09,CEE-FORM CONN 3P+E 16A-03202,6
1262,2026-02-09,CEE-FORM CONN 3P+E 16A-03202,6
1262,2026-02-16,CEE-FORM CONN 3P+E 16A-03202,18
1263,2026-02-09,CEE-FORM CONN 3P+N+E 16A-03203,1
1263,2026-02-16,CEE-FORM CONN 3P+N+E 16A-03203,12
1264,2026-02-09,CEE-FORM CONN 2P+E 32A-02204,5
1264,2026-02-16,CEE-FORM CONN 2P+E 32A-02204,16
1265,2026-02-09,******CEE-FORM CONN 32A -3P +A,19
1265,2026-02-09,******CEE-FORM CONN 32A -3P +A,15
1266,2026-02-09,*****CEE-FORM CON 32A -3P+N+A,1
1266,2026-02-09,*****CEE-FORM CON 32A -3P+N+A,28
1267,2026-02-16,*****CEE-FORM CONN 63A -3P + A,30
1269,2026-02-16,CEE-FORM CONN 3P+E 32A-03205,28
1270,2026-02-16,CEE-FORM CONN 3P+N+T 32A-03206,34
1271,2026-02-09,CEE-FORM CONN 2P+E 16A 02701,4
1271,2026-02-16,CEE-FORM CONN 2P+E 16A 02701,24
1272,2026-02-09,CEE-FORM CONN 3P+E 16A 03702,1
1272,2026-02-16,CEE-FORM CONN 3P+E 16A 03702,12
1273,2026-02-09,CEE-FORM CONN 3P+N+E 16A 03703,9
1273,2026-02-16,CEE-FORM CONN 3P+N+E 16A 03703,10
1274,2026-02-09,CEE-FORM CONN 2P+E 32A 02704,1
1274,2026-02-16,CEE-FORM CONN 2P+E 32A 02704,20
1275,2026-02-16,CEE-FORM CONN 3P+E 32A 03705,14
1276,2026-02-09,CEE-FORM CONN 3P+N+E 32A 03706,1
1276,2026-02-16,CEE-FORM CONN 3P+N+E 32A 03706,17
1277,2026-02-16,CEE-FORM CONN 3P+E 63A 03752,19
1279,2026-02-05,CEE-FORM CONN 3P+E 125A 03755,22
1280,2026-02-05,CEE-FORM CONN 3P+N+E125A 03756,10
1281,2026-02-16,CEE-FORM SCH-WCD 2P+E 16A-0236,22
1282,2026-02-16,CEE-FORM SCH-WCD2P+E 16A 02831,12
1283,2026-02-09,CEE-FORM SCH-WCD3P+E 16A-03362,1
1283,2026-02-16,CEE-FORM SCH-WCD3P+E 16A-03362,15
1284,2026-02-16,CEE-FORM SCH-WCD 3P+E16A 03832,9
1285,2026-02-09,CEE-FORM WCD 3P+N+E 16A-03363,1
1285,2026-02-16,CEE-FORM WCD 3P+N+E 16A-03363,21
1286,2026-02-16,CEE-FORM WCD 3P+N+E 16A 03833,17
1287,2026-02-16,CEE-FORM WCD 2P+E 32A -02364,21
1288,2026-02-16,CEE-FORM WCD 2P+E 32A 02834,21
1289,2026-02-16,CEE-FORM WCD 3P+E 32A 03365,21
1290,2026-02-16,CEE-FORM WCD 3P+E 32A 03835,12
1291,2026-02-16,CEE-FORM WCD 3P+N+E 32A-03366,17
1292,2026-02-16,CEE-FORM WCD 3P+N+E 32A-03836,7
1293,2026-02-05,CEE-FORM WCD 3P+E 63A-03882,5
1293,2026-02-16,CEE-FORM WCD 3P+E 63A-03882,4
1294,2026-02-05,CEE-FORM WCD 3P+N+E 63A 03883,1
1298,2026-02-09,UNIMAX KLEM 16/4-16 mm,79
1299,2026-02-09,UNIMAX KLEM 35/4-35 mm,4
1299,2026-02-16,UNIMAX KLEM 35/4-35 mm,50
1300,2026-02-09,UNIMAX KLEM 25/4-25 mm,42
1301,2026-02-09,UNIMAX KLEM 50/10-50 mm,3
1301,2026-02-16,UNIMAX KLEM 50/10-50 mm,150
1302,2026-02-06,BADKAMER RAIL 6x6+1x25 mm,25
1302,2026-02-16,BADKAMER RAIL 6x6+1x25 mm,150
1303,2026-02-06,BADKAMER RAIL 5x6+1x25 mm,98
1303,2026-02-16,BADKAMER RAIL 5x6+1x25 mm,8
1304,2026-02-06,AARDRAIL VERN 12 X 3 MM,18
1305,2026-02-16,AARDRAIL VERN 15 X 4 MM,60
1306,2026-02-16,AARDRAIL VERN 20 X 5 MM,20
1307,2026-02-16,AARDRAIL 63AMP BLANK KOPER,4
1309,2026-02-09,"AARDKLEM 1/8""",11
1309,2026-02-16,"AARDKLEM 1/8""",90
1309,2026-02-16,"AARDKLEM 1/8""",34
1310,2026-02-09,"AARDKLEM 1/4""",39
1310,2026-02-16,"AARDKLEM 1/4""",295
1311,2026-02-09,"AARDKLEM 3/8""",19
1312,2026-02-09,"AARDKLEM 1/2""",41
1312,2026-02-16,"AARDKLEM 1/2""",550
1313,2026-02-09,"AARDKLEM 3/4""",26
1313,2026-02-16,"AARDKLEM 3/4""",16
1314,2026-02-16,"AARDKLEM  1 """,202
1315,2026-02-06,VERBINDING RAIL 1x6+1x25 mm,16
1315,2026-02-16,VERBINDING RAIL 1x6+1x25 mm,4
1316,2026-02-06,VERBINDING RAIL 2x6+1x25 mm,24
1316,2026-02-16,VERBINDING RAIL 2x6+1x25 mm,5
1317,2026-02-09,MUURBLOK 50 MM2,89
1320,2026-02-02,AARDDRAAD BC  6 mm2,300
1321,2026-02-02,AARDDRAAD BC 10 mm2,100
1322,2026-02-02,AARDDRAAD BC 16 mm2,100
1323,2026-02-02,AARDDRAAD BC 25 mm2,100
1327,2026-02-09,MOERKLEM APC 10/6,15
1327,2026-02-16,MOERKLEM APC 10/6,125
1328,2026-02-09,MOERKLEM APC 16/16,4
1328,2026-02-16,MOERKLEM APC 16/16,175
1329,2026-02-09,MOERKLEM APC 25/25,1
1329,2026-02-16,MOERKLEM APC 25/25,190
1330,2026-02-09,MOERKLEM APC 35/35,1
1330,2026-02-16,MOERKLEM APC 35/35,160
1331,2026-02-09,MOERKLEM APC 50/50,3
1331,2026-02-16,MOERKLEM APC 50/50,190
1333,2026-01-30,MOERKLEM APC 50/70,1500
1335,2026-02-06,KOPPELING LEH-34,10
1335,2026-02-16,KOPPELING LEH-34,297
1336,2026-02-06,AARDKLEM 3/4 Brass,129
1351,2026-02-09,HOUTSCHR IJZ 3.5x25 (1x6),102
1353,2026-01-30,HOUTSCHR IJZ 4.0x25 (1x8),118
1353,2026-02-09,HOUTSCHR IJZ 4.0x25 (1x8),8200
1354,2026-02-09,HOUTSCHR IJZ 4.0x40 (1 1/2x8),5000
1360,2026-01-30,SPAANPLAAT SCHR.3.5x25 (1x6),330
1361,2026-01-30,SPAANPLAAT SCHR.4.0x20 (3/4x8),360
1362,2026-01-30,SPAANPLAAT SCHR.3.9x25 (1x8),240
1362,2026-02-09,SPAANPLAAT SCHR.3.9x25 (1x8),8000
1363,2026-01-30,SPAANPLAAT SCHR.4.0x35(11/4x8),160
1363,2026-02-09,SPAANPLAAT SCHR.4.0x35(11/4x8),4000
1365,2026-01-30,SPAANPLAAT SCHR.3.5x45,120
1370,2026-02-09,RAWPLUGS S5,1200
1372,2026-02-09,RAWPLUGS S8,4100
1375,2026-01-30,"RAWPLUGS  WIT   (5x25mm-1"")",2400
1375,2026-02-09,"RAWPLUGS  WIT   (5x25mm-1"")",160
