Ubicacion,Codigo,Descripcion,total
Deposit N2 - C3,1202,BERKER SERIE OPB 61300849,8
Deposit N2 - C3,1399,BERKER WIPSCHA 2X/WIS 61303808,70
Deposit N2 - C3,1403,BERKER WCD 127V  INB  WD 4202,9
Deposit N2 - C3,1404,BERKER WIPPENSCHAK 3x1P 633023,60
Deposit N2 - C3,1405,BERKER WIPSCHA UIT/WISS 613036,100
Deposit N2 - C3,1406,BERKER WIPSCHAK SERIE 613035,150
Deposit N2 - C3,1407,BERKER WIPSCHAK  2P 613032,200
Deposit N2 - C3,1408,BERKER WIPSCHAK  KRUIS 613037,90
Deposit N2 - C3,1409,BERKER UNIV DRAAI DIMM  286110,3
Deposit N2 - C3,1410,DRAAI DIMM DRUK/UIT 283010,44
Deposit N2 - C3,1412,BERKER AFDEKRAAM  2V  10128989,7
Deposit N2 - C3,1413,BERKER AFDEKRAAM  3V  10138989,30
Deposit N2 - C3,1414,BERKER AFDEKRAAM  4V  10148989,12
Deposit N2 - C3,1415,BERKER AFDEKRAAM  5V  10158989,128
Deposit N2 - C3,1416,BERKER AFDEKPL SCHAK 16208989,30
Deposit N2 - C3,1418,BERKER AFDEKPL SERIE 16238989,90
Deposit N2 - C3,14180,BERKER AFDPL SCHAK 3P 16658989,30
Deposit N2 - C3,1419,BERKER KNOP DRAAIDIMM 11378989,10
Deposit N2 - C3,1420,BERKER AFDEKRAAM 1V WD 132809,10
Deposit N2 - C3,1425,BERKER TOERENTAL  REGEL 296801,16
Deposit N2 - C3,1427,BERKER CENTR-STK DATA 11818989,130
Deposit N2 - C3,1428,BERKER DRAAGPL 2-V DATA 454105,40
Deposit N2 - C3,1429,BERKER-UNI DRAAI DIMM 286210,4
Deposit N2 - C3,1430,BERKER AFDICHTFLENS  V WD 1884,160
Deposit N2 - C3,1478,BERKER SCHUKO-DUBB 6147548989,40
Deposit N2 - C3,1480,BERKER DUBB SCHUKO IP44 427505,35
Deposit N2 - C3,7006,JVL16 -63  63A 4P 30mA AARDLEK,818
Deposit N2 - C3,7039,JVT3-16D TIMER,105
Deposit N2 - C4,7154,INB.KAST 12/14MD 5012R1,40
Deposit N2 - C4,7155,INB.KAST 24/28MD 5250R1,15
Deposit N2 - C4,7156,INB.KAST 36/42MD 5260R1,8
Deposit N2 - C5,7010,JVM16 -32  16A 1P+N B-TYPE AUT,324
Deposit N2 - C5,7011,JVM16 -32  20A 1P+N B-TYPE AUT,108
Deposit N2 - C5,7013,JVM16 -32  16A 1P+N C-TYPE AUT,185
Deposit N2 - C5,7014,JVM16 -32  20A 1P+N C-TYPE AUT,49
Deposit N2 - C5,7015,JVM16 -32  25A 1P+N C-TYPE AUT,50
Deposit N2 - C5,7016,JVM16 -32  32A 1P+N C-TYPE AUT,127
Deposit N2 - C5,7017,JVM19 -63  16A 2P B-TYPE AUTOM,600
Deposit N2 - C5,7019,JVM16 -63  16A 2P C-TYPE AUTOM,1032
Deposit N2 - C5,7020,JVM19 -63  20A 2P C-TYPE AUTOM,11
Deposit N2 - C5,7021,JVM19 -63  25A 2P C-TYPE AUTOM,63
Deposit N2 - C6,7005,JVL16 -63  40A 4P 30mA AARDLEK,388
Deposit N2 - C6,7007,JVL16 -63 40A 4P 300mA AARDLEK,5
Deposit N2 - C6,7030,JVM16-63 16A 3P+N C-TYPE AUTOM,65
Deposit N2 - C6,7032,JVM16 -63 32A 3P+N C-TYPE AUTO,37
Deposit N2 - C6,7033,JVM16 -63 40A 3P+N C-TYPE AUTO,32
Deposit N2 - C6,7034,JVM16 -63 50A 3P+N C-TYPE AUTO,64
Deposit N2 - C6,7035,JVM16 -63 63A 3P+N C-TYPE AUTO,65
Deposit N2 - C6,7182,ROL VERLENGSNOER 15M 7423/1,15
Deposit N2 - C6,7183,ROL VERLENGSNOER 25M 7425/1,16
Deposit N2 - D1,7153,OPB.KAST 56MD 5271R1,13
Deposit N2 - D1,7167,OPB.KAST 12MD 8703R1,44
Deposit N2 - D1,7169,OPB.KAST WD 11MD BW 1311AR1,1
Deposit N2 - D2,1664,MOELLER INB BF-U-4/96,2
Deposit N2 - D2,7146,OPB.KAST WD 8MD 1308PR1 BW,10
Deposit N2 - D2,7152,OPB.KAST 42MD 5261R1,15
Deposit N2 - D3,1657,MOELLER OPB BF-0-5/120,1
Deposit N2 - D3,1661,MOELLER INB BF-U-5/165,2
Deposit N2 - D3,7141,BW.KAST WD 16MD  1316P-R1,6
Deposit N2 - D3,7145,BW.KAST WD 32MD 1332PR1,9
Deposit N2 - D4,1656,MOELLER OPB BF-0-4/96,8
Deposit N2 - D4,7149,OPB.KAST 8MD 5109R1,17
Deposit N2 - D4,7150,OPB.KAST 14MD 5021R1,45
Deposit N2 - D5,1992,SCHAKELKAST MESPATROON 400A,5
Deposit N2 - D5,1993,SCHAKELKAST MESPATROON 630A,6
Deposit N2 - D5,3314,PICKENS RFTN 150W 7000K FLAT,3
Deposit N2 - D6,0511,PLAFONDDOOS 97371201 GRO-2 120,23
Deposit N2 - D6,1510,INBOUWKAST 1-RIJ BLD 610372,2
Deposit N2 - D6,1991,SCHAKELKAST MESPATROON 250A,4
Deposit N2 - D6,3487,ETI 3901375  EINDPLAAT VSV4,147
Deposit N2 - D6,3487,ETI 3901375  EINDPLAAT VSV4,147
Deposit N2 - D6,3487,ETI 3901375  EINDPLAAT VSV4,350
Deposit N2 - D6,3492,ETI3901360 LIN UP  VSV4 FUSE,400
Deposit N2 - D6,3492,ETI3901360 LIN UP  VSV4 FUSE,12
Deposit N2 - D6,3493,ETI 3901539 GR VS 35 YELLO/GR,37
Deposit N2 - D6,3494,ETI 3901518 GR VS 16 YELLO/GR,32
Deposit N2 - D6,3495,ETI 3901497 GR VS6 YELLO/GR,47
Deposit N2 - D6,3496,ETI 3901476 GR VS4 YELLO/GR,75
Deposit N2 - D6,3498,ETI 3901037 TERMINAL VS 4MM,180
Deposit N2 - D6,3500,ETI 3901068 TERMINAL VS 6 IVOR,0
Deposit N2 - D6,3501,ETI 3901069 TERMINAL VS 6 BLUE,50
Deposit N2 - D6,3502,ETI 3901129 TERMINAL VS 16 IVO,50
Deposit N2 - D6,3503,ETI 3901130 TERMINAL VS16 BLUE,43
Deposit N2 - D6,3504,ETI 3901188 TERMINAL VS 70 IVO,67
Deposit N2 - D6,3504,ETI 3901188 TERMINAL VS 70 IVO,20
Deposit N2 - D6,3505,ETI 3901189 TERMINAL VS70 BLUE,60
Deposit N2 - D6,3506,ETI 3901101 TERMINAL VS10 IVOR,100
Deposit N2 - D6,3507,ETI 3901102 TERMINAL VS10 BLUE,50
Deposit N2 - D6,3508,ETI 3901157 TERMINAL VS35 IVOR,60
Deposit N2 - D6,7157,INB.KAST 48/56MD 5270R1,12
Deposit N3 - A1,0493,KABELDOOS EP088 (18100),184
Deposit N3 - A1,0494,KABELDOOS EV111(18300),214
Deposit N3 - A1,1196,WCD EUR ENK R/A OPB WD KOPP,11
Deposit N3 - A1,1236,CONTRA STEK R/A RUBBER HSKP16G,6
Deposit N3 - A1,15141,OPBOUW KAST WD CS13PT/RR,4
Deposit N3 - A1,3252,U-BUIS   40W DL,24
Deposit N3 - A1,7158,OPB.STOPCONTACT WD 3160,17
Deposit N3 - A1,7160,RUBBER STEKKER 5706C,17
Deposit N3 - A1,7163,TERMOPLASTIC STEKKER 6428 WIT,405
Deposit N3 - A1,7164,TERMOPLASTIC CONTRA 6707B WIT,31
Deposit N3 - A1,7165,TERMOPLASTIC CONTRA 6707CN,31
Deposit N3 - A1,7166,TERMOPLASTIC CONTRA 5019,9
Deposit N3 - A1,7173,TERMOPLASTIC ZIJK STEKKER 6566,15
Deposit N3 - A2,0390,MONTAGEBAND 12mm,130
Deposit N3 - A2,0391,MONTAGEBAND 17mm,120
Deposit N3 - A2,0408,KABEL EINDHULS 2x4mm ISOLEERT,1600
Deposit N3 - A2,1157,3 GANG BOX METAAL MSB-3,8
Deposit N3 - A2,1158,4 GANG BOX METAAL MSB-4,31
Deposit N3 - A2,1159,5 GANG BOX METAAL MSB-5,42
Deposit N3 - A2,1161,PHOTOCEL 220 VOLT A-1068W,42
Deposit N3 - A2,1216,"TREKKOORTJE  1,9 mtr",93
Deposit N3 - A2,1218,TIMER 250V/50Hz WHITE,8
Deposit N3 - A2,1223,KOPP WCD EUR DUB R/AOPB 74108,120
Deposit N3 - A2,1223,KOPP WCD EUR DUB R/AOPB 74108,70
Deposit N3 - A2,1237,VERLOOP STEKKER PEN PL 695,100
Deposit N3 - A2,1242,VERLOOP STEKKER PEN RO 686,400
Deposit N3 - A2,1651,RAIL COPPER 30X10X2000 48803,8
Deposit N3 - A2,16510,RAIL COPPER 20X5X1000 48794,9
Deposit N3 - A2,3119,SURGE PROTECTOR 127V USB,21
Deposit N3 - A2,3292,STARTERHOUDER PLAT     125-6,1302
Deposit N3 - A2,3293,STARTERHOUDER CLIP     125-5,100
Deposit N3 - A2,33210,PICKENS LMP 250W PUBLIC 6000K,9
Deposit N3 - A2,7070,ADER EINDHULS 1.5mm E1508,2900
Deposit N3 - A2,7071,ADER EINDHULS 2.5mm E2508,14000
Deposit N3 - A2,7072,ADER EINDHULS 4mm E4012,14000
Deposit N3 - A2,7073,ADER EINDHULS 6mm E6012,1000
Deposit N3 - A2,7076,ADER EINDHULS 25mm E2516,6600
Deposit N3 - A2,7077,ADER EINDHULS 35mm E3516,8800
Deposit N3 - A2,7078,ADER EINDHULS 50mm E5020,4100
Deposit N3 - A2,7079,ADER EINDHULS 2X1.5mm TE1508,3000
Deposit N3 - A2,7079,ADER EINDHULS 2X1.5mm TE1508,0
Deposit N3 - A2,7080,ADER EINDHULS 2X2.5mm TE2510,22000
Deposit N3 - A2,7081,ADER EINDHULS 2X4mm TE4012,6000
Deposit N3 - A2,7082,ADER EINDHULS 2X6mm TE6014,9000
Deposit N3 - A2,7083,ADER EINDHULS 2X10mm TE1014,5500
Deposit N3 - A2,7084,ADER EINDHULS 2X16mm TE1614,9000
Deposit N3 - A2,7177,LAMPHOUDER 6511/75,7
Deposit N3 - B1,0480,T-DOOS              4206-D,400
Deposit N3 - B1,0481,MIDDENDOOS DUBBEL 4207-D,200
Deposit N3 - B1,0484,TOP T DOOS DUBB. R. 4210-D,900
Deposit N3 - B1,0485,TOP T DOOS DUBB. L.  4211-D,500
Deposit N3 - B10,1034,WCD AM INB DUB R/A DEC 1107V,500
Deposit N3 - B10,1036,WCD AM INB 220V R/A     1876V,1000
Deposit N3 - B10,1117,WALLPLATE AM TRI SW       953V,200
Deposit N3 - B10,1118,WALLPLATE AM BLD        2129V,50
Deposit N3 - B10,1120,WALLPLATE AM ENK RP 2131V,275
Deposit N3 - B10,1122,WALLPLATE AM D RP 2-V  2150V,50
Deposit N3 - B10,1123,WALLPLATE AM DECO        2151V,150
Deposit N3 - B10,3431,WALLPLATE 2 SCHAK 2137,50
Deposit N3 - B11,1000,SCHAK AM WIS  DUB 276W,200
Deposit N3 - B11,1002,SCHAK AM ENK POL 271W,160
Deposit N3 - B11,10090,SCHAK DUB  WISSEL DECO 7731W,80
Deposit N3 - B11,10093,SCHAK AM ENK-WIS 7732W,80
Deposit N3 - B11,1015,SCHAK DECO COMB &WCD 7730W,220
Deposit N3 - B11,1020,COM SCHAK & WCD 127v -TR274W,80
Deposit N3 - B12,0998,3 OUTLET 1192W-SP,10
Deposit N3 - B12,1026,USB Charging station 7750W,50
Deposit N3 - B12,1030,WCD AM OPB DUB R/A         78W,600
Deposit N3 - B12,1038,WCD AM OPB DUB R/A         78V,1000
Deposit N3 - B12,1039,WCD AM OPB DUB 220V R/A  74V,240
Deposit N3 - B12,11101,WALLPLATE DECO BLIND 2160W,500
Deposit N3 - B12,111011,WALLPL AM ASPIRE 3-V 9523WS,48
Deposit N3 - B12,111012,WALLPL AM ASPIRE 4-V 9524WS,24
Deposit N3 - B12,1121,WALLPLATE AM DUB RP 2132V,200
Deposit N3 - B12,1135,WALLPLATE OPEN 5/8,80
Deposit N3 - B2,1010,DIMMER SCHUIF  SI061W / 6422,200
Deposit N3 - B2,10101,DIMMER  WISS SI06P-W /SUL06P-W,100
Deposit N3 - B2,1018,DIMMER 1000W             1000,35
Deposit N3 - B2,1019,DIMMER SCHUIF DUB LEV6628W,40
Deposit N3 - B2,1142,STEK RUB P/A 127V         1709,600
Deposit N3 - B2,1143,STEK RUB P/A  15A 220V  4866,100
Deposit N3 - B2,1147,CONT STEKKER RUB P/A 220V 4227,50
Deposit N3 - B3,0467,ATTEMA  GIETMOF PAKKET 2511,20
Deposit N3 - B3,1024,WCD AM INB DUB  R/A       270W,200
Deposit N3 - B3,1025,WCD AM INB EN 220V R/A 1876W,100
Deposit N3 - B3,1031,WCD AM INB ENK USB PORT TR7740,144
Deposit N3 - B3,3122,REFLECTOR LED 30W 2400LM 6000K,12
Deposit N3 - B4,1100,WALLPLATE AM SW (INB) 2134W,200
Deposit N3 - B4,1106,WALLPLATE AM ENK RP  2131W,250
Deposit N3 - B4,1108,WALLPLATE AM D RP 2-V  2150W,100
Deposit N3 - B4,11107,WALLPLATE AM DECO 4-V 2164W,40
Deposit N3 - B4,11108,WALLPLATE AM DECO 5-V 2165W,46
Deposit N3 - B4,3103,FOCO LED A19 6W 540LM 3000K,178
Deposit N3 - B4,3106,FOCO LED T140 BASE E27 50W 65K,9
Deposit N3 - B4,3107,FOCO LED T150 100W 6500K 9000L,34
Deposit N3 - B4,3110,RECESADO REDONDO 6W 360LM 3K,57
Deposit N3 - B4,31101,RECESADO REDONDO 6W 387LM 6K,114
Deposit N3 - B4,3111,RECESADO REDONDO 12W 720LM 3K,103
Deposit N3 - B4,3112,RECESADO REDONDO 12W 720LM 6K,10
Deposit N3 - B4,3113,RECESADO REDONDO12W CCT,60
Deposit N3 - B4,3114,RECESADO REDONDO 18W 1440LM 6K,70
Deposit N3 - B4,3116,RECESADO REDONDO 24W 2035LM 6K,46
Deposit N3 - B4,3117,SUPERFICIAL REDONDO 18W CCT,55
Deposit N3 - B4,3118,OPBOUW REDONDO 24W 2035LM 6K,36
Deposit N3 - B4,3330,PICKENS 9  WATT 6500K LED SPOT,33
Deposit N3 - B5,0485,TOP T DOOS DUBB. L.  4211-D,400
Deposit N3 - B5,0501,LASDOOS TOP T DOOS L DUBB3211,500
Deposit N3 - B5,0502,LASDOOS TOP T  R DUBB 3210,300
Deposit N3 - B5,0504,LASDOOS VORK TOP LINKS 3209,120
Deposit N3 - B5,0509,LASD EIND ACHTER INV 2031 att,100
Deposit N3 - B5,0510,LASD TREK ACHTER INV 3222,667
Deposit N3 - B6,0992,STRAP 2 PORTMOD-5522-5EW DECOR,150
Deposit N3 - B6,0993,ADAPTOR F SERIE COAX 5552-5EW,50
Deposit N3 - B6,1001,5 BTTN  TIMER 127V PT18M-W,10
Deposit N3 - B6,1026,USB Charging station 7750W,10
Deposit N3 - B6,1027,WCD AM INB AARDL BEVXGF15,40
Deposit N3 - B6,1027,WCD AM INB AARDL BEVXGF15,20
Deposit N3 - B6,1028,WCD AM INB 127 ENK DEC TR6250W,60
Deposit N3 - B6,11102,DECO TEL CONN  3560-4W,105
Deposit N3 - B6,11103,DECO COAX CONN 2162W,100
Deposit N3 - B6,1111,WALLPLATE AM TELPH. C 3532-4W,180
Deposit N3 - B6,1112,WALLPLATE AM COAX C 1172W,135
Deposit N3 - B6,1113,DECO AM PHON/ANTENE 3562W,35
Deposit N3 - B7,1008,SCHAK AM DUB DECO       7728W,80
Deposit N3 - B7,1009,SCHAK AM TRI DECO        7729W,320
Deposit N3 - B7,10092,SCHAK AM KRS DECO        7504W,0
Deposit N3 - B8,1038,WCD AM OPB DUB R/A         78V,1000
Deposit N3 - B8,1126,WALLPLATE AM DUB WD S1962 W-SP,100
Deposit N3 - B8,1127,WALLPLATE AM DUB WD S2966 W-SP,260
Deposit N3 - B8,1128,WALLPLATE AM DUB WD S2962 W-SP,196
Deposit N3 - B8,1131,WALLPLATE AM DUB WD  S1962,100
Deposit N3 - B8,1132,WALLPLATE AM DUB WD S2962 GRAY,200
Deposit N3 - B8,1133,WALLPLATE AM DEC WD S2966 GRAY,50
Deposit N3 - B8,3115,RECESADO REDONDO 18W CCT,101
Deposit N3 - B8,3126,LAMP TECHO PANEL LED 18W CCT,30
Deposit N3 - B9,0520,CENTRAALD 5/8 55mm ONG 165A,400
Deposit N3 - B9,0521,CENTRAALD 5/8 55mm GEL 165B,300
Deposit N3 - B9,0524,CENTRDOOS ROND 12X16/19/20MM,180
Deposit N3 - B9,0610,ZEKERING 16A,500
Deposit N3 - B9,0611,ZEKERING 20A,1300
Deposit N3 - B9,0612,ZEKERING 25A,477
Deposit N3 - B9,0613,ZEKERING 35A,875
Deposit N3 - B9,0614,ZEKERING 50A,950
Deposit N3 - B9,0615,ZEKERING 63A,1325
Deposit N3 - C10,0490,TREKDOOS                4202-D,100
Deposit N3 - C10,0505,CD/RV RONDE DEKSEL CENTRAL,150
Deposit N3 - C10,0513,INBOUWDS HOLLEWAND 16/19,360
Deposit N3 - C10,0517,CENTR ZIJKANT BODEM 76.5MM 169,46
Deposit N3 - C10,0702,ATT MONTAGEDEKSEL 1X WCD 1622,60
Deposit N3 - C10,0703,ATT MONTAGEDEKSEL 2X WCD 1623,130
Deposit N3 - C10,15143,OPB.KAST WD 24MD CDN24PT/RR,15
Deposit N3 - C11,0500,DUBB INBOUWDOOS H251 ABB,250
Deposit N3 - C11,0525,CENTRAALDOOS DEKSEL 3506,500
Deposit N3 - C11,0530,MONTAGEDEKSEL+WCD3640W2,100
Deposit N3 - C11,0535,GIETBOUWDOOS EURO 2x3/4 MGD50,1
Deposit N3 - C11,0542,MT/2X 16-19MM Inzetstuk,400
Deposit N3 - C11,0706,ATT EINDOOS 2033,400
Deposit N3 - C11,3246,PICKENS VPR 2211,20
Deposit N3 - C11,3247,PICKENS VPO 2236 P,21
Deposit N3 - C11,3248,PICKENS VPR  2241,8
Deposit N3 - C11,3250,PICKENS VPC 2271 TRAP,1
Deposit N3 - C12,0332,CADDY KAB-CLIPS 2- 4mm 19-24,2000
Deposit N3 - C12,0335,CADDY KAB-CLIPS 8-12mm 15-18,2000
Deposit N3 - C12,04941,KABEL DOOS EL161 (18800),44
Deposit N3 - C12,04942,KABEL DOOS EL171 (19150),75
Deposit N3 - C12,04946,KABEL DOOS GSLT322 (19965),21
Deposit N3 - C12,0533,MONTAGEDKSL (uni lasdoos) 3543,260
Deposit N3 - C12,2999,WIHA SLIM SELECTION-SET 10 DLG,7
Deposit N3 - C12,3019,SF-8 KABELSCHOEN TANG 1.5-16MM,6
Deposit N3 - C12,3021,"SF-54 HULS TANG S 1,5-6MM",11
Deposit N3 - C12,3023,SF-56 HULS TANG  10-35MM,1
Deposit N3 - C12,7170,KABELDOOS GRIJS 886A,11
Deposit N3 - C2,15144,OPB.KAST WD 36MD CDN36PT/RR,21
Deposit N3 - C2,15145,OPB.KAST WD 54MD CDP54 PT/RR,12
Deposit N3 - C2,7051,JUNCTION BOX 125A  4*7,37
Deposit N3 - C2,7052,JUNCTION BOX 125A  4*11,2
Deposit N3 - C3,0600,PASMOER 16A,1500
Deposit N3 - C3,0601,PASMOER 20A,0
Deposit N3 - C3,0602,PASMOER 25A,525
Deposit N3 - C3,0603,PASMOER 35A,0
Deposit N3 - C3,0604,PASMOER 50A,0
Deposit N3 - C3,0605,PASMOER 63A,0
Deposit N3 - C3,0620,KOP K2,250
Deposit N3 - C3,0621,KOP K3,160
Deposit N3 - C3,0624,KSV PATRONEN   25A NH 00,36
Deposit N3 - C3,0625,KSV PATRONEN   35A NH 00,105
Deposit N3 - C3,0627,KSV PATRONEN   63A NH 00,15
Deposit N3 - C3,0628,KSV PATRONEN   80A NH 00,81
Deposit N3 - C3,0630,KSV PATRONEN 125A NH 00,51
Deposit N3 - C3,0631,KSV PATRONEN 160A NH 00,15
Deposit N3 - C3,0635,KSV PATRONEN  63A NH 1,66
Deposit N3 - C3,0636,KSV PATRONEN  80A NH 1,51
Deposit N3 - C3,0637,KSV PATRONEN 100A NH 1,102
Deposit N3 - C3,0638,KSV PATRONEN 125A NH 1,66
Deposit N3 - C3,0639,KSV PATRONEN 160A NH 1,72
Deposit N3 - C3,0641,KSV PATRONEN 224A NH 1,42
Deposit N3 - C3,0643,KSV PATRONEN 315A NH 1,0
Deposit N3 - C3,0644,KSV PATRONEN 355A NH 1,36
Deposit N3 - C3,0646,KSV PATRONEN 630A NH 3,12
Deposit N3 - C3,3011,"BUIGVEER 3/4"" 1 mtr",9
Deposit N3 - C3,3014,"BUIGVEER 3/4"" 2 mtr",2
Deposit N3 - C3,7054,FTG VerdeelBlok 4F 125A 1x35mm,0
Deposit N3 - C3,7055,FTG Verdeel Blok1F 160A 1x70mm,62
Deposit N3 - C4,1150,"INB DOOS AM 2x4""",800
Deposit N3 - C4,1150,"INB DOOS AM 2x4""",1500
Deposit N3 - C4,1152,"DEKSEL INB DOOS AM 4x4"" 4150",2750
Deposit N3 - C4,1152,"DEKSEL INB DOOS AM 4x4"" 4150",600
Deposit N3 - C4,1153,"DEKSEL INB DOOS AM 4x4"" 2-VOUD",750
Deposit N3 - C4,1375,"RAWPLUGS  WIT   (5x25mm-1"")",2400
Deposit N3 - C4,1376,"RAWPLUGS ROOD (6X25mm-1"")",1920
Deposit N3 - C4,1377,RAW PLUGS GROEN (7x35mm-1.1/2),1280
Deposit N3 - C4,1378,RAWPLUGS  BLAUW (8x35mm-1.1/2),1200
Deposit N3 - C4,15140,OPB.KAST WD 12MD CDN12PT/RR,21
Deposit N3 - C4,3124,REFLECTOR LED 200W 18000LM,8
Deposit N3 - C4,3124,REFLECTOR LED 200W 18000LM,12
Deposit N3 - C4,3332,PICKENS 18 WATT 6500K LED SPOT,24
Deposit N3 - C5,0482,TOPDOOS DUBB RECHT 4208-D,0
Deposit N3 - C5,0483,TOPDOOS DUBB LINKS   4209-D,0
Deposit N3 - C5,0483,TOPDOOS DUBB LINKS   4209-D,0
Deposit N3 - C5,0495,EINDDOOS                4201-D,0
Deposit N3 - C5,0506,AD/16-19 AFSLUITSTOPBUIS 16-19,1000
Deposit N3 - C5,0514,MONTAGEDEKSEL GRIJS 3640/D,150
Deposit N3 - C5,0535,GIETBOUWDOOS EURO 2x3/4 MGD50,600
Deposit N3 - C5,0540,INZ.STK KABELDOOS3640 19mm3529,300
Deposit N3 - C5,05421,MT/1X 16-19MM Inzetstuk,500
Deposit N3 - C6,15143,OPB.KAST WD 24MD CDN24PT/RR,22
Deposit N3 - C6,15145,OPB.KAST WD 54MD CDP54 PT/RR,17
Deposit N3 - C7,0331,CADDY KAB-CLIPS 2 -4mm 15-18,500
Deposit N3 - C7,0332,CADDY KAB-CLIPS 2- 4mm 19-24,1100
Deposit N3 - C7,0333,CADDY KAB-CLIPS 4 -7mm 15-18,2000
Deposit N3 - C7,0334,CADDY KAB-CLIPS 4 -7mm 19-24,2600
Deposit N3 - C7,0335,CADDY KAB-CLIPS 8-12mm 15-18,1100
Deposit N3 - C7,0336,CADDY KAB-CLIPS 8-12mm 19-24,1800
Deposit N3 - C7,0569,CONEX STEEKKLEM 3-VOUDIG,12000
Deposit N3 - C7,0570,CONEX STEEKKLEM 4-VOUDIG,12000
Deposit N3 - C7,0571,CONEX STEEKKLEM 5-VOUDIG,10500
Deposit N3 - C7,0575,LASDOPPEN 3.0-12.5 mm,5000
Deposit N3 - C7,0576,LASDOPPEN 7.5-18.0 mm,2400
Deposit N3 - C7,0577,LASDOPPEN 12-24 mm,3300
Deposit N3 - C7,0580,KROONKLEMSTROOK 2.5-4 mm2,370
Deposit N3 - C7,0583,KROONKLEMSTROOK  16 mm2,145
Deposit N3 - C7,0584,KROONKLEMSTROOK  25 mm2,90
Deposit N3 - C7,0584,KROONKLEMSTROOK  25 mm2,40
Deposit N3 - C7,15143,OPB.KAST WD 24MD CDN24PT/RR,1
Deposit N3 - C7,7176,INSTEEK FLEXIBLE CLE54,60
Deposit N3 - C8,0486,KABELDOOS 220A,290
Deposit N3 - C8,04944,KABEL DOOS GSLT171 (19805),12
Deposit N3 - C8,0715,ATT KABELDOOS IP65M20/M25 2501,60
Deposit N3 - C8,1309,"AARDKLEM 1/8""",90
Deposit N3 - C8,1310,"AARDKLEM 1/4""",295
Deposit N3 - C8,1314,"AARDKLEM  1 """,202
Deposit N3 - C8,1327,MOERKLEM APC 10/6,125
Deposit N3 - C8,1328,MOERKLEM APC 16/16,175
Deposit N3 - C8,1329,MOERKLEM APC 25/25,190
Deposit N3 - C8,1330,MOERKLEM APC 35/35,160
Deposit N3 - C8,1331,MOERKLEM APC 50/50,190
Deposit N3 - C8,1335,KOPPELING LEH-34,297
Deposit N3 - C8,1376,"RAWPLUGS ROOD (6X25mm-1"")",480
Deposit N3 - C8,3124,REFLECTOR LED 200W 18000LM,28
Deposit N3 - C8,3332,PICKENS 18 WATT 6500K LED SPOT,100
Deposit N3 - C8,7188,KABEL DOOS 615 100 X 100 X 45,60
Deposit N3 - C8,7189,KABEL DOOS 665 ROND  70 X 35,72
Deposit N3 - C8,7190,KABEL DOOS 604 80 X 80 X 35,36
Deposit N3 - C9,0490,TREKDOOS                4202-D,200
Deposit N3 - C9,0534,INBOUWDOOS DUBB WCD H140,450
Deposit N3 - C9,0535,GIETBOUWDOOS EURO 2x3/4 MGD50,200
Deposit N3 - C9,0700,ATT UNIVERSELE LASDOOS 1619,300
Deposit N3 - D1,0487,KABELDOOS 222A,141
Deposit N3 - D1,0489,KABELDOOS 223A,125
Deposit N3 - D1,0492,KABELDOOS 224A,28
Deposit N3 - D10,0313,"MOFFEN   1""",400
Deposit N3 - D10,0314,"MOFFEN 1,5""",96
Deposit N3 - D10,0315,MOFFEN 2'',192
Deposit N3 - D10,0316,"BOCHT 1""",300
Deposit N3 - D10,0322,"BUISBEVESTIGING 1.5"" POLFIX",200
Deposit N3 - D10,0531,UNIVERSEEL LASDOOS    3611,700
Deposit N3 - D10,0532,BLINDDEKSEL (uni lasdoos) 3535,400
Deposit N3 - D11,0305,HOSTALIT MOF 5/8 Grijs,400
Deposit N3 - D11,0318,"BOCHT 2""",100
Deposit N3 - D11,0320,"BUISBEVESTIGING 5/8""POLFIX",7200
Deposit N3 - D11,04945,KABEL DOOS GSLT231 (19905),6
Deposit N3 - D11,0527,MONTAGEDEKSEL+WCD3611W2,250
Deposit N3 - D11,0528,MONTAGEDEKSEL+WCD3640W4,100
Deposit N3 - D12,0312,"MOFFEN   3/4""",400
Deposit N3 - D12,0321,"BUISBEVESTIGING 3/4""POLFIX",1600
Deposit N3 - D12,0323,"BUISBEVESTIGING 1"" POLFIX",600
Deposit N3 - D12,0324,BOCHT PVC  5/8 CRÈME,150
Deposit N3 - D12,0325,BOCHT PVC  3/4 CRÈME,375
Deposit N3 - D12,0326,"POLFIX 5/8"" SLAGVAST GRIJS",450
Deposit N3 - D12,04891,KABELDOOS J100S,82
Deposit N3 - D12,04943,KABEL DOOS EL322 (19750),30
Deposit N3 - D12,0526,MONTAGEDEKSEL+WCD3611W1,40
Deposit N3 - D12,2998,SF-30 CABLE CUTTER UP TO 35 MM,23
Deposit N3 - D12,3005,SF-21CABLE CUTTER UP TO 16 MM,5
Deposit N3 - D12,3006,SF-31CABLE CUTTER UP TO 50 MM,10
Deposit N3 - D12,3018,SF-23 KABELSCHOEN TANG 6-25MM,10
Deposit N3 - D12,3020,"SF-42 HULS TANG SIDE 0,5-6MM",9
Deposit N3 - D12,3027,SF-22 KABELSTRIPER 0.75 / 6MM,3
Deposit N3 - D12,3028,SF-38 KABEL STRIPPER 4-25MM,4
Deposit N3 - D12,3124,REFLECTOR LED 200W 18000LM,24
Deposit N3 - D12,3281,BALLAST 1x20W STARTER,1
Deposit N3 - D2,0311,"MOFFEN   5/8""",4800
