code_item,description_item,total
3500,ETI 3901068 TERMINAL VS 6 IVOR,1523
3501,ETI 3901069 TERMINAL VS 6 BLUE,70
3502,ETI 3901129 TERMINAL VS 16 IVO,71
3503,ETI 3901130 TERMINAL VS16 BLUE,47
3504,ETI 3901188 TERMINAL VS 70 IVO,92
3505,ETI 3901189 TERMINAL VS70 BLUE,80
3506,ETI 3901101 TERMINAL VS10 IVOR,125
3507,ETI 3901102 TERMINAL VS10 BLUE,89
3508,ETI 3901157 TERMINAL VS35 IVOR,63
3509,ETI 3901158 TERMINAL VS35 BLUE,12
3530,New3584500RJ45 8wireCat5e-6PL,52
3532,New-3667708Cat6A keystone jack,142
3533,New-3555008Cat5e keystone jack,150
3996,MOTION DETECTOR 21401,17
3997,SPEED CONTROLLER 21219,13
3998,ELECTRONIC DIMMER 150W 21215-1,5
4000,SINGEL POLE SWITCH 21011,187
4001,TWO POLE SWITCH 21021,325
4002,TWO CIRCUITS SWITCH 21061,171
4003,THREE CIRCUITS SWITCH 21088,6
4005,DOUBLE TWO WAY SWITCH 21101,12
4006,PULL-CORD PUSH BUTTON 21092,118
4007,DIMMER/ 2 WAY 320 WRC 21217,18
4009,EARTH SOCKET ( USA TYPE) 21143,536
4010,MONO DOUBLE EARTH SOCKET 70331,207
4011,RJ 45 CAT 6 UTP  SOCKET 21455,262
4012,RJ 45 CAT 5 E UTP SOCKET 21453,104
4013,RJ 45 CAT6 UTP CONNECTOR 21978,13
4014,RJ 45 CAT 5E UTP CONN 21975,67
4015,TELEPHONE SOCKET 21252,109
4017,ROCKER FOR SWITCHES 70601,854
4018,DOUBLE ROCKERS 70611,219
4019,TRIPLE ROCKERS 70661,19
4020,COV PLATE  PULL CORD 70741,71
4021,COVER PLATE  DIMMER 70721,21
4022,COV PL  EARTH SOCKET 70631,92
4023,COV PL  EARTH SOCK USA 70843,1065
4024,COV PL SCHUK SOCKET IP44 70634,247
4025,COVER PLATE  SINGLE RJ45 70751,128
4026,COVER RING WITH DOUBLE 70442,340
4027,COVER PLATE  TELEPHONE 70712,112
4028,BLIND COVER PLATE 70677,403
4029,IP 44 KIT MEC21 SINGLE 21981,46
4030,SURFACE MOUNTING BOX 10975,23
4031,SINGLE FRAME 70910,202
4032,DOUBLE HORIZONTAL FRAME 70921,138
4033,TRIPLE HORIZONTAL FRAME 70931,368
4034,4- GANG HORIZONTAL FRAME 70941,423
4035,WATERPROOF FRAME IP 44  70961,50
4036,UNIVERSAL COVER RING 70881,50
4037,COVER PLATE MOTION  70401 TBR,22
4040,SINGLE POLE SWITCH 37011 OPB,202
4041,TWO CIRCUITS SWITCH 37061 OPB,334
4042,TWO-WAY SWITCH 37071 OPB,259
4043,DOUBLE 2-WAY SWITCH  37101 OPB,169
4044,EARTH SOCKET SCHUKO 37131 OPB,7
4045,MOUNTINGBOX AMERICAN 10972 ABR,92
4046,SINGLE POLE SWITCH 48011 OP WD,113
4047,TWO POLE SWITCH 48021 WD OPB,74
4048,2 CIRCUITS SWITCH 48061 OPB WD,95
4049,TWO WAY SWITCH 48071 OPB WD,98
4050,EARTH SOCKET  48131 OPB  WD,33
4051,TWO EARTH SOCKETS 48862 OPB WD,1
4052,SAFETY EARTH SOCKET 45132SBR,5
4053,SAFE EARTHSOCKET 127V 45144SBR,96
4056,Face plate F/2 RJ Connector 2M,20
4057,DUBBEL USB CHARGER 110-240V,1
4058,COVER PLATE DBL USB CHAR 70673,22
4100,ROCKER FOR SWITCHES 90601 TBR,40
4101,DOUBLE ROCKERS 90611 TBR,201
4102,TRIPLE ROCKERS 90661 TBR,130
4103,COVER PLATE  PULL CORD 90741,36
4104,COVER PLATE FOR DIMMER 90721 T,27
4105,COVER PLATE SINGLE RJ45 90751,80
4106,COVER PLATE - TELEPHONE 90712,200
4107,COVER PLATE- EARTH SOCKET90631,804
4109,COVER PLATE SCHUKO SOCKET90634,40
4110,BLIND COVER PLATE 90677 TBR,57
4111,SINGLE FRAME 90910 TBR,19
4112,DOUBLE HORIZONTAL FRAME 90920,410
4113,TRIPLE HORIZONTAL FRAME 90930,19
4114,4 GANG HORIZONTAL FRAME 90940,76
4116,WATERPROOF FRAME IP 44  90961,50
4117,COVER RING WITH DOUBLE 90442,5
4118,COVER PLATE  DBL USB CHA90673,24
4119,SURFACE MOUNTINGBOX 10976 ABR,40
4121,SURFACE MOUNTINGBOX TRIPLE,42
4122,COVER PLATE MOTION  90401 TBR,42
4140,ROCKER FOR SWITCHES 90601 TPM,131
4141,DOUBLE ROCKERS 90611 TPM,45
4142,TRIPLE ROCKERS 90661 TPM,38
4143,COVER PLATE FOR DIMMER90721TPM,45
4144,COV PLATE SINGLE RJ45 90751TPM,44
4145,COV PLATE  TELEPHONE 90712 TPM,25
4146,COV PLATE EARTH SOCKET90631TPM,504
4147,COVERPLATE EARTH 90843 USATPM,140
4148,COV PLATE SOCKET IP44 90634TPM,72
4149,BLIND COVER PLATE 90677 TPM,156
4150,SINGLE FRAME 90910 TPM,64
4151,2 X HORIZONTAL FRAME 90920 TPM,2
4153,4 X  HORIZONT FRAME 90940 TPM,40
4154,5 X HORIZONT FRAME 90950 TPM,86
4155,COV RING WITH DOUBLE 90442 SPM,36
4156,COV PLATE FOR USB 90673 TPM,25
4157,COVER PLATE MOTION  90401 TPM,14
4200,KABELGOOT 12x7MM 10010 FBR,168
4201,KABELGOOT 16X10MM 10020 FBR,183
4203,KABELGOOT 32x12.5MM 10400 FBR,22
4204,KABELGOOT 32X16MM 10040 FBR,186
4205,"KABELGOOT 40X12,5MM 10150 FBR",26
4207,KABELGOOT 50X20MM 10500 CBR,45
4208,KABELGOOT 60X16MM 10070 CBR,99
4209,KABELGOOT 75X20MM 10140 CBR,107
4210,KABELGOOT 110X34MM 10080 RBR,88
4211,KABELGOOT 110X50MM 10090RBR,16
4212,KABELGOOT 90X50MM 10180 RBR,8
4213,KABELGOOT 180X50MM 10290 RBR,325
4215,T STUK 20X12.5MM  10031 ABR,0
4216,T STUK 32X12.5MM  10401 ABR,59
4218,T STUK 40X12.5MM  10051 ABR,40
4219,T STUK 40X16MM     10061 ABR,0
4220,T STUK 50X20MM     10501 ABR,20
4221,T STUK 60X16MM     10071 ABR,30
4222,T STUK 75X20MM     10141 ABR,25
4223,T STUK 110X34MM   10081 RBR,27
4224,T STUK 110X50MM   10091 RBR,25
4225,T STUK 90X50MM     10181 RBR,2
4227,BINNENHK 20X12.5MM 10032 ABR,44
4228,BINNENHK 32X12.5MM 10402  ABR,52
4229,BINNENHK 32X16MM 10042 ABR,59
4230,BINNENHK 40X12.5MM 10052 ABR,40
4231,BINNENHK 40X16MM 10062 ABR,27
4232,BINNENHK 50X20MM  10502 ABR,22
4233,BINNENHK 60X16MM  10072   ABR,30
4234,BINNENHK 75X20MM  10142 ABR,24
4235,BINNENHK 110X34MM  10082  RBR,28
4236,BINNENHK 110X50MM  10092 RBR,20
4238,BINNENHK 180X50MM  10292 RBR,17
4239,VLAKHOEK 20X12.5MM  10033 ABR,6
4240,VLAKHOEK 32X12.5MM  10403 ABR,53
4241,VLAKHOEK 32X16MM  10043 ABR,48
4242,VLAKHOEK 40X12.5MM 10053  ABR,40
4243,VLAKHOEK 40X16MM  10063  ABR,19
4244,VLAKHOEK 50X20MM  10503 ABR,0
4245,VLAKHOEK 60X16MM  10073  ABR,30
4246,VLAKHOEK 75X20MM 10143  ABR,17
4247,VLAKHOEK 110X34MM  10083  RBR,27
4248,VLAKHOEK 110X50MM  10093  RBR,10
4249,VLAKHOEK 90X50MM    10183 RBR,3
4250,VLAKHOEK 180X50MM  10293  RBR,47
4251,VERLENG 20X12.5MM 10034 ABR,40
4252,VERLENG 32X12.5MM  10404 ABR,9
4253,VERLENG 32X16MM  10044 ABR,55
4254,VERLENG 40X12.5MM  10054  ABR,60
4255,VERLENG 40X16MM  10064 ABR,20
4257,VERLENG 60X16MM  0074  ABR,30
4258,VERLENG 75X20MM   10144  ABR,33
4259,VERLENG 110X34MM 10084 RBR,28
4260,VERLENG 110X50MM 10094 RBR,44
4261,VERLENG 90X50MM  10184 RBR,16
4262,VERLENG 180X50MM 10294 RBR,12
4263,EINDSTUK 20X12.5MM 10035  ABR,44
4264,EINDSTUK 32X12.5MM  10405 ABR,51
4265,EINDSTUK 32X16MM   10045 ABR,60
4266,EINDSTUK 40X12.5MM 10055  ABR,0
4267,EINDSTUK 40X16MM  10065  ABR,22
4268,EINDSTUK 50X20MM 10505  ABR,28
4269,EINDSTUK 60X16MM  10075  ABR,28
4270,EINDSTUK 75X20MM  10145 ABR,40
4271,EINDSTUK 110X34MM 10085  RBR,28
4272,EINDSTUK 110X50MM 10095  RBR,28
4274,EINDSTUK 180X50MM  10295  RBR,11
4275,BUITENHK 20X12.5MM 10036 ABR,51
4276,BUITENHK 32X12.5MM 10406 ABR,60
4277,BUITENHK 32X16MM 10046  ABR,0
4278,BUITENHK 40X12.5MM 10056  ABR,80
4279,BUITENHK 40X16MM  10066 ABR,30
4280,BUITENHK 50X20MM 10506 ABR,2
4281,BUITENHK 60X16MM  10076  ABR,0
4282,BUITENHK 75X20MM  10146  ABR,120
4283,BUITENHK 110X34MM  10086 RBR,28
4284,BUITENHK 110X50MM  10096  RBR,28
4285,BUITENHK 90X50MM  10186  RBR,24
4286,BUITENHK 180X50MM 10296  RBR,28
4287,Q45 MOD ADAPTER 2 MOD 10950ABR,40
4288,Q45 MOD COV PL 2 MOD 10959 ABR,160
4289,Q45  ADAPTER 2 MOD 10986 ABR,158
4290,Q45  ADAPTER 4 MOD 10952 ABR,118
4291,Q45 ADAPTER 6 MOD 10954 ABR,150
4292,FLUSH MOUNT BOX USA 10971 ABR,110
7000,JVD16 - 63   40A 4P SCHAKELAAR,140
7001,JVD16 - 63   63A 4P SCHAKELAAR,77
7003,JVD16 -125 100A 4P SCHAKELAAR,4
7004,JVD16 -125 125A 4P SCHAKELAAR,22
7005,JVL16 -63  40A 4P 30mA AARDLEK,389
7006,JVL16 -63  63A 4P 30mA AARDLEK,819
7007,JVL16 -63 40A 4P 300mA AARDLEK,21
7008,JVL16 -63 63A 4P 300mA AARDLEK,53
7009,JVM16 -32   6A1P+N B-TYPE AUT,31
7010,JVM16 -32  16A 1P+N B-TYPE AUT,330
7011,JVM16 -32  20A 1P+N B-TYPE AUT,124
7013,JVM16 -32  16A 1P+N C-TYPE AUT,187
7014,JVM16 -32  20A 1P+N C-TYPE AUT,49
7015,JVM16 -32  25A 1P+N C-TYPE AUT,50
7016,JVM16 -32  32A 1P+N C-TYPE AUT,129
7017,JVM19 -63  16A 2P B-TYPE AUTOM,626
7018,JVM19-63   6A  2P B-TYPE AUTOM,77
7019,JVM16 -63  16A 2P C-TYPE AUTOM,1033
7020,JVM19 -63  20A 2P C-TYPE AUTOM,11
7021,JVM19 -63  25A 2P C-TYPE AUTOM,65
7022,JVM19 -63  16A 3P C-TYPE AUTOM,32
7023,JVM19 -63  20A 3P C-TYPE AUTOM,19
7024,JVM16 -63  25A 3P C-TYPE AUTOM,26
7025,JVM16 -63  32A 3P C-TYPE AUTOM,25
7026,JVM16 -63  40A 3P C-TYPE AUTOM,36
7027,JVM19 -63  50A 3P C-TYPE AUTOM,66
7028,JVM19 -63  63A 3P C-TYPE AUTOM,156
7030,JVM16-63 16A 3P+N C-TYPE AUTOM,66
7032,JVM16 -63 32A 3P+N C-TYPE AUTO,39
7033,JVM16 -63 40A 3P+N C-TYPE AUTO,33
7034,JVM16 -63 50A 3P+N C-TYPE AUTO,66
7035,JVM16 -63 63A 3P+N C-TYPE AUTO,65
7036,JVM 65-125  80A 3P+N C-TYPE,1
7037,JVM 65-125 100A 3P+N C-TYPE,27
7038,JVM 65-125 125A 3P+N C-TYPE,30
7039,JVT3-16D TIMER,108
7040,LNC1  20A  2P 1MOD CONTACTOR,82
7041,LNC1  20A  4P 2MOD CONTACTOR,8
7042,LNC1 25A 4P 2MOD CONTACTOR,40
7043,JVL5-40 16A 1P+N - C 30mA,105
7051,JUNCTION BOX 125A  4*7,37
7052,JUNCTION BOX 125A  4*11,2
7054,FTG VerdeelBlok 4F 125A 1x35mm,0
7055,FTG Verdeel Blok1F 160A 1x70mm,62
7060,JVRO16-32 1P+N B16 30 mA,6
7061,JVRO16-32 1P+N C 16 30 mA,2
7062,JVRO16-32 1P+N C 20 30 mA,79
7063,JVRO16-32 1P+N C 25 30 mA,111
7070,ADER EINDHULS 1.5mm E1508,2900
7071,ADER EINDHULS 2.5mm E2508,14000
7072,ADER EINDHULS 4mm E4012,14000
7073,ADER EINDHULS 6mm E6012,1000
7076,ADER EINDHULS 25mm E2516,6600
7077,ADER EINDHULS 35mm E3516,8800
7078,ADER EINDHULS 50mm E5020,4100
7079,ADER EINDHULS 2X1.5mm TE1508,3000
7080,ADER EINDHULS 2X2.5mm TE2510,22000
7081,ADER EINDHULS 2X4mm TE4012,6000
7082,ADER EINDHULS 2X6mm TE6014,9000
7083,ADER EINDHULS 2X10mm TE1014,5500
7084,ADER EINDHULS 2X16mm TE1614,9000
7100,PL-U 2pins 7W 127v/6400k,198
7102,ESL 305 SLIM 7W SPIRAAL 127V,43
7103,ESL 305 SLIM 9W SPIRAAL 127V,3
7112,ESL 211 20W SPIRAAL 127V,65
7130,HPS ARMATUUR 70W FML005,1
7132,HPS ARMATUUR 250W FML006,10
7133,HALOGEEN LAMP 500W,495
7134,HALOGEENLAMP 1000W,331
7135,HALOGEENLAMP 1500W,487
7139,HPLN LAMP 400W OSRAM,13
7141,BW.KAST WD 16MD  1316P-R1,6
7143,OPB.KAST WD 4MD 1304R1,28
7144,OPB.KAST WD 6MD R1306BR1,15
7145,BW.KAST WD 32MD 1332PR1,9
7146,OPB.KAST WD 8MD 1308PR1 BW,10
7147,OPB.KAST WD 48MD 1348R1,6
7148,OPB.KAST WD 8MD 1308BR1,17
7149,OPB.KAST 8MD 5109R1,17
7150,OPB.KAST 14MD 5021R1,48
7151,OPB.KAST 28MD 5281R1,32
7152,OPB.KAST 42MD 5261R1,15
7153,OPB.KAST 56MD 5271R1,15
7154,INB.KAST 12/14MD 5012R1,45
7155,INB.KAST 24/28MD 5250R1,17
7156,INB.KAST 36/42MD 5260R1,8
7157,INB.KAST 48/56MD 5270R1,13
7158,OPB.STOPCONTACT WD 3160,28
7159,INB.STOPCONTACT WD IP67 931431,5
7160,RUBBER STEKKER 5706C,25
7162,TERMOPLASTIC STEKKER 6706B WIT,9
7163,TERMOPLASTIC STEKKER 6428 WIT,421
7164,TERMOPLASTIC CONTRA 6707B WIT,37
7165,TERMOPLASTIC CONTRA 6707CN,31
7166,TERMOPLASTIC CONTRA 5019,18
7167,OPB.KAST 12MD 8703R1,44
7168,OPB.KAST WD 36MD 1336PR1,2
7169,OPB.KAST WD 11MD BW 1311AR1,1
7170,KABELDOOS GRIJS 886A,11
7173,TERMOPLASTIC ZIJK STEKKER 6566,31
7174,INSTEEK FLEXIBLE CLE24,18
7176,INSTEEK FLEXIBLE CLE54,61
7177,LAMPHOUDER 6511/75,15
7179,BASE MULTI 4 TOMAS 8014 IL,13
7180,BASE MULTI 5 TOMAS 8015 IL,11
7181,BASE MULTI 6 TOMAS 8016 IL,17
7182,ROL VERLENGSNOER 15M 7423/1,15
7183,ROL VERLENGSNOER 25M 7425/1,16
7184,INB.KAST MP14 METALBOX,2
7185,INB.KAST MP28 METALBOX,84
7186,INB.KAST MP42 METALBOX,0
7187,INB.KAST MP56 METALBOX,6
7188,KABEL DOOS 615 100 X 100 X 45,60
7189,KABEL DOOS 665 ROND  70 X 35,73
7190,KABEL DOOS 604 80 X 80 X 35,42
7191,EARTH TERMINAL GREEN,53
7192,ARMARIO ABS 200X300X130+PLAC,2
7193,INB.KAST MP14 METALBOX NG,30
7194,INB.KAST MP28 METALBOX NG,12
7195,INB.KAST MP42 METALBOX NG,18
7196,INB.KAST MP56 METALBOX NG,4
8012,Fuse-Holder FPG1 Slotted IP40,370
8021,CMH100/TT/UVC/730/E40 SKU 7739,3
8031,"ETI aardleksch 40A 4P0,03 127V",20
90100,SINGLE FRAME ALU 90910TAA,1
90105,COV PLATE EARTH SOCK 90843TAA,3
90106,COV PLATE SINGL RJ45 90751TAL,1
90107,COV PLATE DIMM 2WAY SW90721TAL,0
90108,DBL ROCKER SWITCH ALU 90611TAL,2
90120,SINGLE FRAME MATTE BLACK 50910,5
90121,DOUBLE HORIZONTAL FRAME 50921,4
90127,COVER PLATE FOR DIMMER 50721,1
90128,COVER PLATE FOR EARTH 50631,2
90131,ELECTRONIC DIMMER/ 2 WAY 50212,1
9079,PLL36W840 PL LAMP 2G11,3
9204,PICKENS HDMI CABLE DMM248-0300,6
9205,PICKENS HDMI CABLE DMM271,8
9206,PICKENS HDMI CABLE DMC270,8
