code_item,description_item,current_inventory
7102                ,ESL 305 SLIM 7W SPIRAAL 127V  ,0
7103                ,ESL 305 SLIM 9W SPIRAAL 127V  ,0
7104                ,ESL 305 SLIM 11W SPIRAAL 127V ,0
7105                ,ESL 305 SLIM 13W SPIRAAL 127V ,0
7106                ,ESL 305 SLIM 15W SPIRAAL 127V ,0
7110                ,ESL 211 15W SPIRAAL 127V      ,0
7111                ,ESL 211 18W SPIRAAL 127V      ,0
7112                ,ESL 211 20W SPIRAAL 127V      ,0
7115                ,T8 18W TL BUIS 6400K          ,0
7116                ,T8 36W TL BUIS 6400K          ,0
7117                ,T12 20W TL BUIS 6400K         ,0
7118                ,T12 40W TL BUIS 6400K         ,0
7120                ,TL ARMATUUR WD 1X18 127V      ,0
7121                ,TL ARMATUUR WD 1X36 127V      ,0
7122                ,TL ARMATUUR WD 2X36 127V      ,0
7123                ,TL ARMATUUR WD 1X18 220V      ,0
7124                ,TL ARMATUUR WD 1X36 220V      ,0
7125                ,TL ARMATUUR WD 2X36 220V      ,0
7127                ,HALOGEEN SCHIJNW 500W MHL002  ,0
7128                ,HALOGEEN SCHIJNW 1000W MHL005 ,0
7129                ,HALOGEEN SCHIJNW 1500W MHL006 ,0
7130                ,HPS ARMATUUR 70W FML005       ,0
7131                ,HPS ARMATUUR 150W FML005      ,0
7132                ,HPS ARMATUUR 250W FML006      ,0
7133                ,HALOGEEN LAMP 500W            ,0
7134                ,HALOGEENLAMP 1000W            ,0
7135                ,HALOGEENLAMP 1500W            ,0
7136                ,HPLN LAMP 70W                 ,0
7137                ,HPLN LAMP 150W                ,0
7138                ,HPLN LAMP 250W                ,0
7139                ,HPLN LAMP 400W OSRAM          ,0
7140                ,OPB.KAST WD 12MD 1312R1       ,0
7141                ,BW.KAST WD 16MD  1316P-R1     ,0
7142                ,OPB.KAST WD 3MD 1303          ,0
7143                ,OPB.KAST WD 4MD 1304R1        ,0
7144                ,OPB.KAST WD 6MD R1306BR1      ,0
7145                ,BW.KAST WD 32MD 1332PR1       ,0
7146                ,OPB.KAST WD 8MD 1308PR1 BW    ,0
7147                ,OPB.KAST WD 48MD 1348R1       ,0
7148                ,OPB.KAST WD 8MD 1308BR1       ,0
7149                ,OPB.KAST 8MD 5109R1           ,0
7150                ,OPB.KAST 14MD 5021R1          ,0
7151                ,OPB.KAST 28MD 5281R1          ,0
7152                ,OPB.KAST 42MD 5261R1          ,0
7153                ,OPB.KAST 56MD 5271R1          ,0
7154                ,INB.KAST 12/14MD 5012R1       ,0
7155                ,INB.KAST 24/28MD 5250R1       ,0
7156                ,INB.KAST 36/42MD 5260R1       ,0
7157                ,INB.KAST 48/56MD 5270R1       ,0
7158                ,OPB.STOPCONTACT WD 3160       ,0
7159                ,INB.STOPCONTACT WD IP67 931431,0
7160                ,RUBBER STEKKER 5706C          ,0
7161                ,TERMOPLASTIC STEKKER 6706CN   ,0
7162                ,TERMOPLASTIC STEKKER 6706B WIT,0
7163                ,TERMOPLASTIC STEKKER 6428 WIT ,0
7164                ,TERMOPLASTIC CONTRA 6707B WIT ,0
7165                ,TERMOPLASTIC CONTRA 6707CN    ,0
7166                ,TERMOPLASTIC CONTRA 5019      ,0
7167                ,OPB.KAST 12MD 8703R1          ,0
7168                ,OPB.KAST WD 36MD 1336PR1      ,0
7169                ,OPB.KAST WD 11MD BW 1311AR1   ,0
7170                ,KABELDOOS GRIJS 886A          ,0
7171                ,KABELDOOS TRANSP 886 ATP      ,0
7172                ,KABELDOOS TRANSP 715          ,0
7173                ,TERMOPLASTIC ZIJK STEKKER 6566,0
7174                ,INSTEEK FLEXIBLE CLE24        ,0
7175                ,INSTEEK FLEXIBLE CLE34        ,0
7176                ,INSTEEK FLEXIBLE CLE54        ,0
7177                ,LAMPHOUDER 6511/75            ,0
7178                ,BASE MULTI 3 TOMAS 8013 IL    ,0
7179                ,BASE MULTI 4 TOMAS 8014 IL    ,0
7180                ,BASE MULTI 5 TOMAS 8015 IL    ,0
7181                ,BASE MULTI 6 TOMAS 8016 IL    ,0
7182                ,ROL VERLENGSNOER 15M 7423/1   ,0
7183                ,ROL VERLENGSNOER 25M 7425/1   ,0
7184                ,INB.KAST MP14 METALBOX        ,0
7185                ,INB.KAST MP28 METALBOX        ,0
7186                ,INB.KAST MP42 METALBOX        ,0
7187                ,INB.KAST MP56 METALBOX        ,0
7188                ,KABEL DOOS 615 100 X 100 X 45 ,0
7189                ,KABEL DOOS 665 ROND  70 X 35  ,0
7190                ,KABEL DOOS 604 80 X 80 X 35   ,0
7191                ,EARTH TERMINAL GREEN          ,0
7192                , ARMARIO ABS 200X300X130+PLAC ,0
7193                ,INB.KAST MP14 METALBOX NG     ,0
7194                ,INB.KAST MP28 METALBOX NG     ,0
7195                ,INB.KAST MP42 METALBOX NG     ,0
7196                ,INB.KAST MP56 METALBOX NG     ,0
8000                ,Penta Pine Poles Class 3/40   ,0
8001                ,Penta Pine Poles Class 3/30   ,0
8002                ,Penta Pine Poles Class 5/30   ,0
8003                ,Penta Pine Poles Class 5/40   ,0
8004                ,Penta Pine Poles Class 7/7    ,0
8005                ,"12"" Butt 30 FT SYP 80# CCA PI ",0
8009                ,TRANSFORMER 127/110 V 400 VA  ,0
8010                ,TRANSFORMER 127/110 V 1500 VA ,0
8011                ,SHORTING CAP SCCL-PECTIL 73251,0
8012                ,Fuse-Holder FPG1 Slotted IP40 ,0
8014                ,Fuse-5x20mm  10 A 250V        ,0
8015                ,Fuse-5x25mm 6.3 A 250V        ,0
8020                ,CMH70/TT/UVC/730/E27 SKU 77401,0
8021                ,CMH100/TT/UVC/730/E40 SKU 7739,0
8022                ,SMARTTIJDKLOK FINDER          ,0
8023                ,SPRAY PAINT RED 400ML         ,0
8024                ,3W MINI LED BULB E27 WW       ,0
8025                ,SCHROEFPATROONHOUDER 25A DII  ,0
8026                ,GP ALKALINE ULTRA  12V        ,0
8028                ,GLASSES TEAL                  ,0
8029                ,GLOVE PALM SPLIT              ,0
8030                ,EARTHLEAK AUTMAT 1P+N B16     ,0
8031                ,"ETI aardleksch 40A 4P0,03 127V",0
8039                ,CVL 3.5 PT60-VPL GST114       ,0
8040                ,CVL 4.0 PT76 EUV60-GST114     ,0
8041                ,CCOL8.0PT60 GST140            ,0
8042                ,CCOL8.0/6.0 PT60 GST140       ,0
8043                ,CCOL 4.0 PT60 GST114          ,0
8044                ,CCOL 9.0 PT60 GST159          ,0
8049                ,CVA 12.0 PT168-GST273         ,0
8050                ,EUO 0.4 60 1200/5 PTU60 ENKEL ,0
8051                ,DUO 0.4 60 1200/5 PTU60 DUB   ,0
8077                ,"NYY-O  0,6/1kV 2x2.5mm2       ",0
8078                ,VMvK 4x4  mm2   0.6/1kv  Gray ,0
8079                ,VMvK 4x6  mm2   0.6/1Kv  Gray ,0
8080                ,VMvK 4x10mm2   0.6/1Kv  Gray  ,0
8081                ,VMvK 4x16mm2   0.6/1Kv  Gray  ,0
8082                ,VMvK 4x25mm2   0.6/1Kv  Gray  ,0
8083                ,VMvK 4x50mm2   0.6/1Kv  Gray  ,0
8084                ,"VMvK 4x95mm2   0,6/1kv   Gray ",0
8085                ,YmeKrvaslqwd3x35rs+as35 8.7/15,0
8086                ,"VMvK 4x150mm2 AL 0,6/1kV Grijs",0
80861               ,VERTINT BLANK KOPERDRAAD 16mm ,0
80862               ,VERTINT BLANK KOPERDRAAD 25 mm,0
80863               ,VERTINT BLANK KOPERDRAAD 50 mm,0
8087                ,YmeKrvaslqwd3x70rs+as35 8.7/15,0
80871               ,LUXMETER N49990               ,0
8088                ,YmeKrvaslqwd1x185rs+as35 15KV ,0
8089                ,YMeKrvasdlwd 1x630re+as35 30KV,0
80896               ,KWH METER PULS CE4DMID32 63A  ,0
80897               ,IME STROOMTRAFO 150/5A        ,0
8100                ,WAARSCHUWINGSLINT ELECTRA     ,0
8101                ,YMeKrvasdlwd 1x300re+as35 15KV,0
8102                ,A2XS2Y 150 MM2 12/20 KV AL    ,0
8103                ,ELASPEED EPJM- 1-240/36       ,0
8104                ,105-305V PHOTOCELL EX124-12A  ,0
8105                ,2223 MOUNTING RECEPTACLE TORK ,0
8107                ,NA2XS2Y 1X240/35 - 30KV       ,0
8108                ,YMeKrvaslqwd3X150lAlrm+35 15KV,0
8109                ,A2XS (F)K2Y-GC 1X630RE 36/66kV,0
8110                ,A2X(F)KL2Y-SC 1X630RE 36/66kV ,0
8152                ,PORCEL.ISOL ANSI 53-2 RO-12012,0
90002               ,"NAIL MASON FLUTED 3""          ",0
90100               ,SINGLE FRAME ALU 90910TAA     ,0
90101               ,DOUBLE FRAME ALU 90920TAA     ,0
90102               ,TRIPLE FRAME ALU 90930TAA     ,0
90103               ,FOUR GANG FRAME ALU 90940TAA  ,0
90104               ,COV PL/EARTH SOCK ALU 90632TAA,0
90105               ,COV PLATE EARTH SOCK 90843TAA ,0
90106               ,COV PLATE SINGL RJ45 90751TAL ,0
90107               ,COV PLATE DIMM 2WAY SW90721TAL,0
90108               ,DBL ROCKER SWITCH ALU 90611TAL,0
90109               ,ROCKER SWITCH ALU 90601TAL    ,0
90110               ,BLIND COV PLATE ALU 90677TAL  ,0
90120               ,SINGLE FRAME MATTE BLACK 50910,0
90121               ,DOUBLE HORIZONTAL FRAME 50921 ,0
90122               ,TRIPLE HORIZONTAL FRAME 50931 ,0
90124               ,ROCKER FOR SWITCHES 50601     ,0
90125               ,DOUBLE ROCKERS 50611 TPM      ,0
90126               ,TRIPLE ROCKERS  BLACK 50661   ,0
90127               ,COVER PLATE FOR DIMMER 50721  ,0
90128               ,COVER PLATE FOR EARTH 50631   ,0
90129               ,SAFETY COVER PLATE USA 50843  ,0
90130               ,BLIND COVER PLATE 50677 TPM   ,0
90131               ,ELECTRONIC DIMMER/ 2 WAY 50212,0
9070                ,LUMEC PH9                     ,0
9071                ,PHILIPS TOWNGUIDE 102GRN15-830,0
9072                ,PHILIPS SON 70W E27 I         ,0
9073                ,PHILIPS SON PIA PLUS 100W E40 ,0
9074                ,PHILIPS HPLN 125W E27         ,0
9075                ,MODUS LV  led 3000lm/740      ,0
9077                ,MODUS LVN 1x55W 230V 50Hz     ,0
9078                ,MODUS LVN 1x36W 230V 50Hz     ,0
9079                ,PLL36W840 PL LAMP 2G11        ,0
9080                ,PLL55W840 PL LAMP 2G11        ,0
9081                ,NATRIUMLAMP SOX 90WATT BY22 D ,0
9082                ,GE LU 250/D/40                ,0
9084                ,KLEINHUIS 2652/4 KLEMBLOK     ,0
9085                ,Pole Distrib Transf 25KV 1PH  ,0
9087                ,CAUTION TAPE 94 MTR           ,0
9088                ,GE ERS1023D17502GRAY          ,0
9089                ,GE ERS1023B15404GRAY          ,0
9090                ,GE ERL1008A150AGRAYR          ,0
9100                ,OPBOUW KAST 120 MODULE        ,0
9101                ,Verdeelkast  UCH 0 (6groep)   ,0
9102                ,Slotplaat dead036art.833554012,0
9103                ,SPECIAL ORDER IDE STAANDE KAST,0
9104                ,TCA1580 BLINDE PLAAT IDE      ,0
9105                ,TCA2080 BLINDE PLAAT          ,0
9200                ,DS11602 #16 2/C Shld 300V Com ,0
9201                ,"HDPE 100 BUIS 20x2,0mm        ",0
9202                ,WATERMETERBEUGEL3/4x1/2 346011,0
9203                ,ONSTEKER SND 57 220-240 50HZ  ,0
9204                ,PICKENS HDMI CABLE DMM248-0300,0
9205                ,PICKENS HDMI CABLE DMM271     ,0
9206                ,PICKENS HDMI CABLE DMC270     ,0
9207                ,VOORSCHAK APPA BSN150 K302    ,0
9208                ,VOORSCHAKAPPA BSN100 L33      ,0
9209                ,VOORSCHAKAPPA BHL400 K307     ,0
9210                ,VOORSCHAKAPPA BSN250K407 ITS  ,0
9211                ,VOORSCH VSA HF P 155 PL L III ,0
9212                ,VOORSCHAK APPARAAT BHL400L40  ,0
9213                ,VOORSCH APPAR SON BSN 70 K302 ,0
9302                ,Kabelbaan KBS60.100.100       ,0
9304                ,Kabelbaan KBS60.200.100       ,0
9311                , CCLI 200                     ,0
9315                ,STRAIN CLAMP # 805002000      ,0
9401                ,CU GRIPCLAMPS 25-35MM         ,0
9402                ,CU GRIPCLAMPS 50-70MM         ,0
9410                ,REMA CU AFTAKKLEM 2.5-16MM    ,0
9411                ,REMA CU AFTAKKLEM 2.5-25MM    ,0
9412                ,REMA CU AFTAKKLEM 6-50MM      ,0
9413                ,REMA CU AFTAKKLEM 10 - 95MM   ,0
9414                ,CU TAP OF CLAMPS 16-150MM     ,0
9416                ,REMA AFTAKKL 25-150AL/10-95 CU,0
9500                ,1862812KRACHTGROEPENKAST 442-B,0
9501                ,1862816KRACHTGROEPENKAST 443-B,0
9502                ,1862820KRACHTGROEPENKAST 444-B,0
9503                ,1862802VEILKAST3X160A VKH160-1,0
9504                ,VEILKAST 3X160A VKH 160/1D    ,0
9505                ,VEILKAST 3X250A VKH 250/1H    ,0
9506                ,VEILKAST 3X400A VKH 400/1     ,0
9515                ,1959521AANSLUITKAST HA5520 S24,0
9516                ,1959595AANSLUITKASTHA5530-1S34,0
9600                ,1860722 TUSSEN-STUK U 430     ,0
9601                ,1860718 EINDDEKSEL U402 OPEN2 ,0
9602                ,1860719 EINDDEKSEL U403 OPEN3 ,0
9603                ,1860720 EINDDEKSEL U404 OPEN4 ,0
9604                ,1027004 RUBBRNG TBV HIH/H ZK10,0
9605                ,1013401 RAILKOPST 1013.401 SE ,0
9606                ,1965917 KABLINVIK HIL1        ,0
9607                ,1965915 KABLINVIK HIH1        ,0
9608                ,1365908 KABLINVIK HJ5908      ,0
9700                ,REST YMVK 3G2.5MM             ,0
9701                ,REST YMVK 4G2.5MM             ,0
9702                ,REST YMVK 5G2.5MM             ,0
9703                ,REST YMVK 3G4MM               ,0
9704                ,REST YMVK 5G4MM               ,0
9705                ,REST YMVK 4X6MM               ,0
9706                ,REST YMVK 5G6MM               ,0
9707                ,REST YMVK 4X10MM              ,0
9708                ,REST YMVK 5G10MM              ,0
9709                ,REST YMVK 4X16MM              ,0
9710                ,REST YMVK 5G16MM              ,0
9711                ,REST YMVK 5G25MM              ,0
9712                ,REST YMVK 4X35MM              ,0
9713                ,REST YMVK 4X50MM              ,0
9714                ,REST YMVK 4X95MM              ,0
9715                ,REST YMVK 1X95MM              ,0
9716                ,REST YMVK 1X120MM             ,0
9717                ,REST YMVKAS 4X4MM             ,0
9718                ,REST YMVKAS 4X6MM             ,0
9719                ,REST YMVKAS 4X10MM            ,0
9720                ,REST YMVKAS 4X16MM            ,0
9721                ,REST YMVKAS 4X25MM            ,0
9722                ,REST YMVKAS 4X35MM            ,0
9723                ,REST YMVKAS 4X50MM            ,0
9724                ,REST YMVKAS 4X70MM            ,0
9725                ,REST YMVKAS 4X95MM            ,0
